"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
40117,16499,78,1,0,3,22603,426,41.4
40119,79423,78,4,4,4,21469,587,27.2
40121,44961,70,3,0,5,23311,486,40.7
40123,38055,68,2,1,5,21827,472,35.3
40125,71136,74,3,1,5,21974,488,37.6
40127,11226,73,1,0,3,20802,329,44.8
40129,3780,85,0,0,7,26257,354,40.6
40131,89190,73,1,1,4,28057,586,38.8
40133,25481,66,5,0,4,19141,358,39.7
40135,41464,64,2,1,4,18451,431,39.9
40137,44806,81,2,1,7,24291,444,40.1
40139,21588,48,2,2,45,21809,481,31.5
40141,7715,62,8,0,24,19057,329,40.5
40143,623335,64,10,3,12,28350,619,35.3
40145,75391,73,4,1,5,25535,595,38.4
40147,51760,74,3,2,6,28145,517,40.5
40149,11649,84,0,0,9,25493,412,38.8
40151,9033,85,3,1,6,26700,463,33.9
40153,20986,81,1,0,11,26124,532,36.1
41001,16052,92,0,1,4,24360,496,48.2
41003,86495,82,1,6,7,27888,773,32.7
41005,389438,83,1,4,8,34047,894,41.3
41007,37382,86,1,1,8,26294,713,43.9
41009,49389,89,0,1,5,25885,689,42.9
41011,62775,86,1,1,6,22667,604,48.1
41013,20956,89,0,0,7,21496,615,48.1
41015,22338,87,0,1,6,24682,718,54.6
41017,166622,88,0,1,8,29158,800,41.9
41019,107194,89,0,1,5,22591,606,46.9
41021,1883,90,1,0,8,25227,549,48.2
41023,7276,92,0,0,3,22538,465,51.1
41025,7229,88,1,1,5,21040,421,46.2
41027,22749,65,0,2,31,27719,755,39.4
41029,208363,82,1,1,12,24605,757,42.8
41031,22061,61,1,1,20,21341,607,39.9
41033,83409,88,0,1,7,22470,684,47.9
41035,65972,80,1,1,12,22177,578,42.5
41037,7842,86,0,1,8,20142,457,48.3
41039,357060,83,1,2,8,24960,740,39.3
41041,46347,83,0,1,8,25124,716,50.4
41043,118971,86,0,1,8,21706,679,39.5
41045,30551,62,1,2,33,16867,486,36.1
41047,323259,67,1,2,25,22490,679,35.8
41049,11204,62,0,0,34,20497,498,37.4
41051,768418,71,5,7,11,31544,847,36.5
41053,77264,80,1,2,13,23967,690,37.4
41055,1795,85,1,0,7,26178,544,49.8
41057,25430,85,0,1,10,22426,695,48
41059,76738,68,1,1,25,21214,543,36
41061,25745,90,1,1,4,23764,571,40
41063,6857,94,0,0,3,24386,514,52.2
41065,25492,76,0,1,17,22828,648,41
41067,556210,68,2,9,16,32369,907,36.1
41069,1348,96,0,0,1,23535,408,56.5
41071,101119,78,1,1,15,25047,750,38.2
42001,101767,90,1,1,6,27870,659,42.8
42003,1231145,80,13,3,2,32848,634,40.9
42005,67979,97,1,0,1,24391,466,45.6
42007,169785,90,6,1,1,27233,484,44.8
42009,49086,97,0,0,1,23195,453,45
42011,413965,75,4,1,18,27146,671,39.7
42013,126448,95,2,1,1,23865,503,42.8
42015,62228,96,1,1,1,25577,517,44.1
42017,626583,86,4,4,5,38795,999,43
42019,185689,95,1,1,1,32301,605,42.7
42021,139381,93,3,0,2,23410,404,44.4
42023,4869,97,1,0,1,25240,408,49.9
42025,64634,93,1,0,4,25398,580,45
42027,157823,87,3,6,3,26492,819,30.3
42029,509797,81,6,4,7,42556,1046,40.1
42031,39454,96,1,1,1,22136,456,40.3
42033,81343,93,2,1,3,21362,433,43.9
42035,39614,95,1,1,1,21937,537,38.1
42037,66912,94,2,1,2,23580,541,40.1
42039,87343,95,2,0,1,22726,463,42.4
42041,241427,88,3,3,3,32398,732,40.8
42043,271094,68,17,4,8,29461,703,39.6
42045,561683,69,20,5,3,34064,843,38.9
42047,31370,98,0,0,1,24647,399,46.4
42049,279858,85,7,1,4,24856,538,38.8
42051,134851,92,4,0,1,22014,444,44.2
42053,7581,64,27,1,6,13645,388,43.3
42055,152285,89,4,1,5,26025,640,40.9
42057,14694,97,1,0,1,23435,469,43.2
42059,37938,91,5,0,2,23232,428,41.9
42061,45906,91,5,0,2,21714,433,42.5
42063,87895,94,2,1,1,23450,542,38.9
42065,44756,97,1,0,1,22282,428,43.6
42067,24829,95,1,0,3,22170,442,43
42069,213459,88,3,2,6,25608,566,42.3
42071,530216,83,3,2,10,27158,752,38.4
42073,89162,92,4,0,1,24450,476,44.4
42075,135776,85,2,1,11,26526,619,41.1
42077,356756,69,5,3,21,28688,792,39.5
42079,320095,86,3,1,9,25224,534,42.9
42081,116656,91,5,1,2,24194,565,41.4
42083,42884,94,2,0,2,23554,459,42.4
42085,115320,90,6,1,1,23683,477,43.8
42087,46675,96,1,0,1,20769,447,43.5
42089,167881,68,13,2,14,25022,824,41.8
42091,812970,77,9,7,5,42275,1012,41.1
42093,18508,93,2,3,2,30272,577,42.9
42095,299616,79,4,3,12,30176,797,41.8
42097,94006,93,3,0,3,23291,446,43.8
42099,45677,96,1,0,2,27019,548,42.1
42101,1555072,36,41,7,13,22919,742,33.7
42103,56632,82,6,1,10,28533,861,46
42105,17377,97,1,0,1,22318,469,45.8
42107,146360,92,3,1,3,23682,497,43.8
42109,40046,95,1,1,2,23836,533,39.3
42111,76617,95,3,0,1,22980,410,45.3
42113,6381,94,2,0,2,25054,425,51.8
42115,42369,97,1,0,2,25958,530,46.4
42117,42284,96,1,1,1,23980,515,43
42119,44958,85,7,1,6,22863,516,38.6
42121,53906,96,1,0,1,23380,435,45.4
42123,40962,97,0,0,1,24830,441,46.2
42125,208226,93,3,1,1,30605,519,44.2
42127,51642,91,3,0,4,24539,616,46.5
42129,361251,94,2,1,1,29472,510,46.1
42131,28147,96,1,0,2,26087,561,43.1
42133,439660,85,5,1,6,28403,681,40.7
44001,49176,93,1,2,2,39196,840,43.9
44003,164958,90,1,2,4,34824,879,43.5
44005,82663,86,3,2,5,40320,1004,43.9
44007,630459,64,8,4,20,27162,751,37.1
44009,126405,92,1,2,3,36851,903,43.3
45001,24997,69,28,0,1,18112,398,43.3
45003,163908,67,25,1,5,25321,513,40.9
45005,9838,23,74,0,3,12199,327,38.7
45007,191215,78,16,1,3,22400,494,40.5
45009,15432,35,62,0,1,18215,346,40.3
45011,22098,51,45,1,2,19026,348,39.8
45013,171420,67,18,1,11,32401,895,42.8
45015,193613,64,24,2,6,24826,801,35.3
45017,14958,53,42,0,3,24900,421,45.3
45019,372904,63,28,1,5,32162,813,36.5
45021,55863,73,20,1,4,19279,436,38.8
45023,32556,59,38,0,2,18819,415,41.2
45025,46192,61,33,1,4,17840,410,41
45027,34178,47,49,0,3,18535,398,42.8
45029,38004,56,38,0,3,19015,502,41.7
45031,67922,55,41,1,2,19810,412,40.8
45033,31435,47,46,0,3,14736,344,37.8
45035,145715,65,25,2,5,25223,750,35.8
45037,26466,56,37,0,6,21723,409,42.1
45039,23108,38,57,0,2,20401,429,44.1
45041,138330,53,41,1,2,22877,510,38.2
45043,60572,63,33,0,3,25216,630,47.5
45045,474903,70,18,2,9,27200,626,37.7
45047,69771,60,31,1,6,21287,490,38.9
45049,20473,41,54,0,4,20046,405,39.7
45051,290730,77,13,1,6,24094,685,43
45053,26549,40,44,1,14,17565,606,36.5
45055,62722,69,25,0,4,22434,473,41.3
45057,81263,70,23,1,5,22647,476,41.6
45059,66389,68,25,0,4,20072,439,40.9
45061,18461,33,63,0,2,15662,436,40.1
45063,273843,76,14,2,6,27248,650,38.5
45065,9895,49,48,0,1,22201,322,51.9
45067,32167,39,56,1,3,17553,324,39.5
45069,27993,40,51,0,3,15682,366,39.4
45071,37690,60,30,1,7,21267,486,40.9
45073,74949,85,7,1,5,24666,468,44.3
45075,90575,34,62,1,2,17889,442,38.7
45077,120124,86,7,2,3,21222,545,35.4
45079,397899,44,45,3,5,26026,687,32.7
45081,20000,58,26,0,15,20430,435,41.2
45083,291240,69,21,2,6,22618,543,38.2
45085,107777,47,46,1,4,20806,540,35.8
45087,28125,66,31,0,1,19087,373,43.5
45089,33238,31,65,0,2,16344,359,41
45091,240076,72,19,2,5,27868,639,37.9
46003,2729,90,0,0,6,25965,389,41.8
46005,18168,81,0,8,9,24662,467,39
46007,3438,30,1,0,4,16549,147,29.4
46009,7013,88,1,0,4,22165,332,42.9
46011,33046,91,1,3,2,25727,558,26.4
46013,38060,90,2,2,2,28841,545,38.1
46015,5330,86,0,0,0,22591,419,40.8
46017,2038,18,0,0,1,11372,205,25.9
46019,10292,92,0,0,3,23267,432,39.9
46021,1548,95,0,1,0,30998,426,49.6
46023,9239,63,0,0,3,20814,298,37.3
46025,3625,94,1,1,3,25250,342,44
46027,14011,89,1,2,3,21121,602,25.2
46029,27750,93,0,0,2,26767,514,38
46031,4149,31,0,0,1,13848,145,29.8
46033,8394,91,0,0,3,29934,600,52.8
46035,19787,92,0,0,2,25881,533,38.4
46037,5618,87,0,0,2,25844,370,48
46039,4341,96,1,0,3,30511,348,44.6
46041,5579,22,0,0,1,16216,225,29.1
46043,2973,95,0,0,1,29235,379,48
46045,4018,97,0,0,1,27487,386,46.1
46047,6906,86,1,1,3,24653,474,52.4
46049,2359,94,0,0,4,26958,401,46.9
46051,7227,95,0,0,3,26741,407,44.8
46053,4226,88,0,1,1,24035,310,47.5
46055,2083,89,0,0,0,23599,367,48.3
46057,5982,95,0,0,3,26153,441,36.1
46059,3375,97,0,0,1,29723,377,48.8
46061,3386,93,3,0,1,23656,383,35.5
46063,1328,95,1,1,1,25087,419,37.6
46065,17466,82,1,1,3,29642,481,39.4
46067,7226,95,0,0,2,27880,406,45.6
46069,1413,88,0,0,1,26239,380,47.4
46071,3237,45,0,0,2,19216,182,30.5
46073,2031,96,0,0,3,34277,391,47.5
46075,781,94,2,0,0,26103,365,51.6
46077,5107,95,1,1,2,29747,356,46
46079,12086,94,1,1,2,29610,412,41.9
46081,24645,91,0,1,3,27083,521,41.5
46083,49874,94,1,1,2,35559,731,33.8
46085,3837,58,0,1,0,20912,204,35.5
46087,5613,95,0,0,3,30086,411,42.8
46089,2263,91,0,0,2,22263,382,52.1
46091,4701,83,1,0,5,25161,352,42.6
46093,26381,88,2,1,4,27123,601,36.2
46095,2086,39,0,0,5,14123,140,32
46097,2306,95,1,0,2,30204,326,43.5
46099,178942,85,4,2,5,27387,641,34.8
46101,6439,79,1,2,3,26918,429,40.7
46103,106085,81,1,1,5,27298,683,37.1
46105,2981,96,0,0,2,27174,341,49.9
46107,2307,93,0,1,1,29158,380,52.5
46109,10318,59,0,0,2,23010,314,39.2
46111,2339,97,0,0,2,29952,359,46.8
46115,6570,95,0,0,2,28165,435,43.8
46117,2962,89,0,0,1,30597,533,40.1
46119,1469,98,0,0,1,37078,414,44.6
46121,9942,10,0,1,4,11616,196,23.9
46123,5504,82,0,0,1,24560,326,46.4
46125,8302,96,1,0,2,26958,424,44
46127,14842,93,0,2,3,36730,683,40.8
46129,5495,81,0,3,5,25553,408,44.9
46135,22636,90,2,1,3,27044,484,40.8
46137,2833,24,0,1,4,12877,190,27.5
47001,75430,90,4,1,2,25590,526,43.2
47003,45986,78,7,1,12,20390,544,36.6
47005,16261,93,3,1,2,19285,376,46.1
47007,13686,90,4,0,2,18061,396,42.9
47009,125188,92,3,1,3,25916,576,42.6
47011,102062,87,5,1,5,23336,521,39.4
47013,40176,97,1,0,1,18117,374,43
47015,13787,95,2,0,2,21897,461,41.9
47017,28353,85,10,0,2,19086,402,42.6
47019,56941,95,1,0,2,19166,427,43.6
47021,39422,94,2,0,3,23922,756,39.8
47023,17324,86,11,0,2,19440,441,37.2
47025,31748,96,1,0,1,18817,360,41.8
47027,7780,95,2,0,2,16881,316,46.9
47029,35321,94,2,0,2,18691,376,44.3
47031,53448,89,2,1,4,21680,496,39.7
47033,14600,76,13,0,10,19178,414,39.7
47035,57455,95,1,0,3,21770,474,49.7
47037,658506,57,27,3,10,29589,724,34.2
47039,11686,92,3,0,3,23715,342,45.3
47041,19038,90,1,1,7,25573,411,41
47043,50472,90,4,0,3,22369,572,39.9
47045,38054,80,13,1,3,23044,437,40.3
47047,38814,68,28,1,2,29431,457,43.7
47049,17931,97,0,0,1,16539,355,44.2
47051,41138,89,3,1,3,22889,425,41.5
47053,49572,77,18,0,2,20704,401,40.4
47055,28949,85,10,1,2,20765,411,42.9
47057,22736,95,1,0,3,18974,384,43.6
47059,68576,93,2,1,3,20398,414,43.7
47061,13524,82,0,0,0,16356,346,42.6
47063,62999,82,4,1,11,20246,479,39.9
47065,348121,72,20,2,5,27518,602,39.3
47067,6642,97,0,0,0,15169,269,44.2
47069,26253,55,42,0,2,15671,376,39.8
47071,25900,92,3,0,2,20740,362,44.8
47073,56595,95,1,0,1,20338,448,43.4
47075,18248,45,49,0,4,19027,404,39.9
47077,28013,88,8,0,2,19269,418,40.7
47079,32269,88,9,0,2,22207,408,44.9
47081,24283,91,5,0,2,17957,436,40.7
47083,8290,93,3,0,2,18234,396,43.2
47085,18240,93,3,0,2,22329,439,42.2
47087,11496,96,1,0,2,17788,313,45.8
47089,52490,92,3,0,3,22383,485,42.3
47091,18017,92,4,0,2,16916,340,44.5
47093,444348,83,9,2,4,28337,634,37.3
47095,7687,68,26,0,4,12810,285,40.3
47097,27427,61,35,0,2,15769,401,37.1
47099,42226,94,2,0,2,19214,404,39.9
47101,11944,93,2,2,2,18236,345,43.5
47103,33550,88,5,0,3,21655,405,42.9
47105,50229,89,1,1,8,27466,491,46.5
47107,52506,90,4,0,3,20215,427,42.7
47109,26103,90,6,0,2,17751,374,42.6
47111,22761,93,0,1,5,17882,377,39.6
47113,98184,57,37,1,4,23467,527,37.6
47115,28306,92,1,0,2,21784,439,43.1
47117,31159,86,7,1,5,21962,485,39.4
47119,84089,80,12,1,5,24155,547,38.6
47121,11716,95,2,0,1,19212,440,44.3
47123,45293,91,2,0,4,19351,475,43
47125,185980,65,19,2,9,22916,688,30.3
47127,6351,94,4,0,0,28841,429,45.5
47129,21794,93,4,0,1,17646,419,40.8
47131,31129,84,10,0,4,21829,396,42.1
47133,22100,96,1,0,1,19244,361,42.2
47135,7864,93,3,0,2,18340,346,43.7
47137,5097,97,1,0,0,20526,283,49.4
47139,16687,96,0,0,2,21404,433,44
47141,73810,89,2,1,6,21835,483,36.1
47143,32394,91,2,0,4,19927,411,40.5
47145,53162,93,3,0,2,23287,472,46.1
47147,67426,84,7,0,6,24340,630,38.6
47149,282558,74,13,3,7,25663,736,32.9
47151,22043,98,0,0,1,18709,374,38.6
47153,14592,86,0,0,3,21818,454,41.9
47155,93617,91,1,1,5,22483,586,42.2
47157,937750,37,53,2,6,26285,645,34.9
47159,19136,93,2,0,3,22854,401,41.6
47161,13286,92,2,1,2,21475,386,43.2
47163,156752,94,2,1,2,24544,474,44.3
47165,169623,86,7,1,4,28883,717,39.4
47167,61674,76,18,1,2,23572,537,37
47169,7884,86,12,1,0,20937,468,40.2
47171,18069,94,1,0,4,20187,433,45.7
47173,19096,97,1,0,1,18654,409,41
47175,5596,96,1,1,1,20351,332,45.8
47177,40015,86,1,0,8,20534,430,39.7
47179,125317,90,4,1,3,26176,547,39.8
47181,16897,91,6,0,2,16333,300,42.2
47183,34415,87,9,0,2,19694,405,36.9
47185,26252,94,2,0,2,17451,454,42.5
47187,199456,86,4,4,5,44671,1038,38.9
47189,122445,86,7,1,4,28994,689,40.1
48001,57915,60,21,1,17,17876,527,38.9
48003,16775,43,1,0,53,29423,706,31.3
48005,87748,62,15,1,21,21688,566,36.4
48007,24292,68,2,2,26,28472,646,49
48009,8779,89,1,0,8,29380,415,44.1
48011,1943,84,1,0,12,28669,500,45.1
48013,47050,35,1,0,63,22493,550,35.5
48015,28886,64,9,0,25,27658,560,40.6
48017,7126,38,2,0,60,17007,486,34.9
48019,20796,80,1,0,18,26663,637,51.5
48021,76948,55,8,1,34,24812,714,38.7
48023,3628,86,2,0,9,32907,295,48.5
48025,32659,33,9,0,57,17209,619,35.3
48027,326041,49,20,3,23,23535,689,30.2
48029,1825502,29,7,3,59,24735,727,33.1
48031,10723,78,0,0,19,29148,577,48.6
48033,705,88,0,0,9,44591,NA,38.7
48035,17971,79,1,0,17,24658,426,46
48037,93155,65,24,1,7,22685,554,37.7
48039,331741,51,13,6,29,30634,727,35.5
48041,205271,58,10,6,24,22648,694,25.2
48043,9235,53,1,0,43,27265,436,42.1
48045,1670,60,4,0,33,22323,407,42.5
48047,7221,5,0,2,93,13179,343,31.7
48049,37833,73,4,0,21,21916,499,41
48051,17293,66,12,0,20,24894,480,42.6
48053,44144,75,2,0,21,26578,645,44.1
48055,39347,43,7,0,49,20667,582,35.6
48057,21666,44,3,3,48,24372,594,38.1
48059,13532,87,2,0,9,22387,427,43.5
48061,417947,10,0,1,89,15105,502,31.2
48063,12516,57,17,0,23,19738,496,37.8
48065,6068,87,1,0,10,28400,539,40.7
48067,30328,77,17,0,4,20991,388,43.3
48069,7948,35,1,0,62,21068,505,34.6
48071,37251,68,8,1,21,30572,681,36.2
48073,51167,62,14,0,22,19420,458,37.6
48075,7059,64,10,1,20,19861,529,34.6
48077,10479,91,1,0,5,26339,421,45.7
48079,2993,38,4,0,56,18968,288,34.9
48081,3238,77,1,0,21,29355,294,49.3
48083,8536,78,2,1,17,20085,335,47.1
48085,862215,61,9,12,15,38883,948,35.9
48087,3058,62,3,0,31,20269,320,37
48089,20757,58,14,0,28,25578,502,43.6
48091,119632,69,2,1,26,32838,828,42.4
48093,13623,71,0,0,27,19743,362,43.6
48095,4086,43,1,1,55,15820,372,40.8
48097,38761,77,2,1,17,26742,535,39.6
48099,76128,60,14,2,17,19760,698,30.6
48101,1510,60,10,0,28,18926,194,50.1
48103,4730,36,3,0,60,23808,434,33.5
48105,3699,37,0,0,62,26675,437,40.5
48107,6007,41,4,0,54,18692,349,38.2
48109,2296,19,0,0,78,17340,370,39.2
48111,7014,53,1,1,42,19997,609,30.7
48113,2485003,32,22,6,39,27605,750,33.1
48115,13542,38,6,1,55,19889,384,33.4
48117,19245,28,1,0,70,18846,502,31.5
48119,5223,81,8,1,7,20704,421,43.5
48121,731851,62,9,7,19,34914,843,34.2
48123,20540,56,10,0,34,28418,436,42.2
48125,2281,67,6,0,26,20659,292,43.1
48127,10682,14,0,0,86,21174,441,34.6
48129,3588,82,6,0,10,20204,362,42.9
48131,11577,10,1,0,89,20752,438,37.3
48133,18328,80,3,0,15,22135,363,42.9
48135,149557,37,4,1,57,26135,733,30.7
48137,1906,49,0,0,51,27893,381,49.5
48139,157058,64,9,1,25,26357,714,35.7
48141,831095,13,3,1,81,18880,643,31.6
48143,40039,76,1,1,20,21903,556,30.3
48145,17410,52,25,0,22,16739,350,39.8
48147,33748,80,7,1,10,20545,487,41.3
48149,24849,73,7,0,20,28458,521,47.6
48151,3858,64,3,0,31,26855,323,41.9
48153,6178,40,3,0,56,22195,429,37.3
48155,1197,85,3,1,12,22871,213,49.1
48157,658331,35,20,18,24,35962,994,35.5
48159,10599,80,5,0,13,26653,510,43.5
48161,19586,68,16,0,14,24087,484,41.4
48163,18168,17,4,0,78,17017,455,31.5
48165,18916,58,2,1,39,22744,518,28.9
48167,308163,58,13,3,23,31585,755,37.5
48169,6410,39,5,0,56,18125,436,39.4
48171,25398,77,0,0,21,30859,737,50.6
48173,1180,66,0,0,34,35054,873,38.8
48175,7410,59,5,0,36,29513,450,45.8
48177,20172,43,7,0,49,21185,451,38.1
48179,22983,66,4,0,26,21555,492,37
48181,122780,77,6,1,12,25033,608,40.2
48183,123178,59,20,1,18,24364,628,35.4
48185,26961,60,16,0,23,20891,444,40.7
48187,143460,53,7,2,37,26928,731,36.6
48189,35504,35,5,0,58,17910,429,32.5
48191,3203,58,7,0,34,17378,285,44.7
48193,8266,86,1,0,11,24518,412,48.6
48195,5559,54,0,0,45,22867,463,36.4
48197,3992,70,9,0,20,20374,302,42.3
48199,55375,87,6,1,5,26844,630,38.9
48201,4356362,32,18,7,42,29047,752,32.8
48203,66417,64,22,1,12,24114,545,37.5
48205,6121,64,8,0,26,21740,601,39.3
48207,5853,69,3,1,25,22140,233,43.4
48209,177562,57,3,1,37,27398,824,30.9
48211,4115,64,1,0,33,30082,504,34.4
48213,79016,79,7,1,12,22613,539,43.4
48215,819217,7,0,1,91,14689,506,28.8
48217,34923,72,7,0,19,21281,486,42.4
48219,23322,48,3,0,46,22609,501,32.8
48221,53171,86,1,1,11,30478,692,46.9
48223,35645,74,7,1,16,22453,503,39.2
48225,22949,62,26,0,11,17570,440,44.5
48227,36105,52,5,1,40,22049,567,36.9
48229,3330,19,1,1,78,15990,345,39.6
48231,88052,74,8,1,15,21888,596,38
48233,21858,72,3,1,22,24875,474,37.3
48235,1644,72,0,0,25,30963,530,44.9
48237,8946,79,5,0,16,23573,489,40.5
48239,14486,61,7,0,31,25687,544,39
48241,35768,74,16,0,6,20121,457,40.6
48243,2232,59,0,1,38,26693,639,53.1
48245,252872,43,33,3,19,24154,613,35.9
48247,5239,7,1,0,92,17122,297,36.7
48249,41461,19,1,0,79,21798,513,34.6
48251,155450,75,3,1,20,25310,683,36.7
48253,19978,56,15,0,27,15006,414,39.2
48255,14879,39,9,0,51,25868,426,35.5
48257,109289,68,9,1,19,24944,682,35.8
48259,37361,75,1,1,22,36126,873,43.6
48261,565,34,0,0,66,14251,467,29.4
48263,821,81,0,0,18,27962,240,49.1
48265,50149,71,2,1,25,26265,648,47.9
48267,4486,75,0,0,24,26749,462,52.8
48269,267,75,0,0,25,30269,540,46.2
48271,3577,37,1,0,62,17299,435,44.9
48273,32029,22,4,2,71,18722,588,28
48275,3796,60,7,0,33,20124,271,40.9
48277,49566,75,12,1,7,22344,467,40.3
48279,13742,41,4,0,54,20863,398,36.1
48281,20219,73,4,1,19,23772,550,40.8
48283,7191,15,1,0,83,22127,361,31.7
48285,19549,75,7,0,18,27288,445,44.9
48287,16664,64,11,0,23,25006,566,39.9
48289,16819,77,8,0,14,27535,431,44.9
48291,77486,67,11,1,20,21194,545,36.4
48293,23454,60,18,1,20,20430,445,39.3
48295,3483,67,0,1,30,30237,438,34.4
48297,11873,57,3,1,37,21231,550,42
48299,19323,88,2,0,9,36279,577,56.3
48301,117,41,0,0,35,25877,636,55.3
48303,290782,56,7,2,33,24510,650,30.6
48305,5764,49,1,0,47,23341,429,37.4
48307,8273,66,2,0,31,22194,442,44.2
48309,241505,58,14,2,25,22221,595,32.9
48311,778,50,0,0,48,27608,515,42.2
48313,13838,57,19,0,22,15894,505,35.1
48315,10248,71,23,2,4,22755,390,49.1
48317,5252,51,2,0,46,26130,449,31.9
48319,4066,72,0,3,25,25585,604,50.5
48321,36598,46,10,2,40,21693,489,37.2
48323,56548,3,0,0,95,15249,432,29.9
48325,47392,45,2,0,51,23830,517,38.5
48327,2182,59,1,0,37,22016,306,45.7
48329,151290,50,6,2,41,35537,914,32.1
48331,24344,64,8,1,25,22130,420,41.4
48333,4875,83,0,0,16,22804,326,45.5
48335,9169,49,11,0,39,18764,364,35.5
48337,19478,87,0,0,10,25846,516,43.6
48339,502586,69,3,2,22,34215,861,36.4
48341,22281,35,3,8,53,19495,522,31.1
48343,12700,66,23,0,9,20900,442,43.3
48345,1071,83,1,0,15,20322,307,44.3
48347,65531,60,18,2,18,21113,578,30.2
48349,48118,58,13,1,25,20697,508,38.2
48351,14231,74,21,1,3,20428,394,41.6
48353,15061,58,4,0,36,20444,421,37.9
48355,352060,31,4,2,62,25176,709,34.9
48357,10642,47,0,0,51,25995,549,31.7
48359,2071,72,6,1,14,23452,563,32.4
48361,83217,82,8,1,7,25489,568,38.1
48363,27921,76,2,0,19,23013,521,41.2
48365,23900,73,17,0,9,25693,528,38
48367,121418,85,2,1,11,31923,692,39.6
48369,10004,37,2,0,61,20381,502,32.5
48371,15807,27,4,0,68,19772,532,35.8
48373,46113,71,11,1,14,21010,462,43.5
48375,122352,47,9,5,37,20283,580,33.3
48377,7304,15,0,3,81,16507,332,41
48379,11037,86,2,1,8,23443,446,47.6
48381,126782,75,3,1,19,30480,671,35.4
48383,3598,31,2,0,67,25238,469,35.9
48385,3356,80,0,0,20,19549,541,54.1
48387,12567,73,18,0,7,19482,336,44.6
48389,14179,20,4,1,75,17893,519,35.6
48391,7277,43,6,0,49,24902,466,42.7
48393,931,95,0,1,3,31314,639,37.6
48395,16532,58,21,0,19,21781,357,40.9
48397,85536,73,5,2,17,36163,1015,36.9
48399,10445,63,2,1,34,21803,330,41.9
48401,53457,65,17,1,16,22272,522,38.5
48403,10440,87,9,0,4,19511,359,50.4
48405,8695,69,22,0,7,19213,344,47.8
48407,27023,75,11,1,12,22363,503,43.6
48409,66070,41,2,1,56,24211,647,35.5
48411,5893,66,3,0,29,19743,384,42.1
48413,3224,49,0,0,50,25199,295,35.5
48415,17238,55,5,0,39,24584,583,36
48417,3352,88,0,0,11,23826,349,43
48419,25725,63,17,1,18,20753,399,36.9
48421,3066,56,0,0,42,22436,421,38.3
48423,217552,61,18,1,18,24964,675,36.1
48425,8608,79,1,0,19,26946,651,40.6
48427,62648,1,0,0,99,12483,345,29.1
48429,9452,74,3,0,22,22241,338,39.3
48431,1346,52,0,0,46,21386,431,36
48433,1414,75,4,0,20,22416,216,49
48435,3966,40,0,0,59,25650,417,35.1
48437,7713,49,6,0,42,18437,413,36.1
48439,1914526,50,15,5,28,29058,743,34
48441,134435,66,7,2,23,23896,593,32
48443,921,28,2,2,68,27062,441,46.1
48445,12687,42,5,0,52,21705,439,34.3
48447,1545,84,0,1,13,28305,309,49.6
48449,32553,47,10,1,41,19472,470,33.8
48451,115056,56,4,1,37,25274,623,33.9
48453,1121645,50,8,6,34,35168,886,33
48455,14405,79,10,0,9,19766,485,47.7
48457,21462,79,11,0,7,20242,466,42.8
48459,40096,81,9,1,8,22692,567,40.5
48461,3405,45,5,0,50,22751,411,31.9
48463,26952,28,0,1,70,18135,468,34.1
48465,48980,17,1,0,80,18632,502,31.7
48467,52736,85,2,0,10,23257,539,43.5
48469,90099,47,6,1,45,25987,630,35.7
48471,69330,57,23,1,18,16135,634,35
48473,45847,43,25,1,29,22849,616,29.1
48475,11225,43,5,0,51,24234,465,34.8
48477,34236,65,17,2,15,25057,619,42
48479,263251,4,0,1,95,15096,581,28.3
48481,41264,46,14,0,39,21581,501,37.3
48483,5618,69,2,0,26,26184,434,39
48485,131957,67,10,2,18,22861,582,34
48487,13158,61,9,1,28,20752,384,37.6
48489,22002,10,2,0,88,11413,332,32.3
48491,473592,62,6,5,24,31876,891,35.2
48493,45509,58,1,0,39,28887,600,40.4
48495,7576,40,3,0,57,22656,439,33
48497,61243,78,1,0,18,27208,643,39.3
48499,42712,84,5,1,9,24561,548,48.2
48501,8213,36,1,1,62,23125,560,34.1
48503,18329,79,1,0,18,25524,422,41.9
48505,14308,6,0,0,94,16619,292,29.2
48507,12060,6,0,0,93,13813,287,30.5
49001,6461,89,0,0,11,21405,530,33
49003,50991,88,0,1,9,21748,551,32
49005,117449,84,1,2,10,20223,549,25
49007,20927,83,1,1,13,21287,481,35.1
49009,776,96,0,0,2,22149,924,41.3
49011,323374,85,1,2,9,26411,803,30.2
49013,19817,86,0,0,8,23576,720,30.2
49015,10728,93,0,0,6,19717,473,34.5
49017,5069,90,1,1,6,19971,506,39.6
49019,9388,83,0,1,10,22635,580,39.1
49021,47139,87,1,1,8,18995,559,28.1
49023,10400,93,0,0,4,18447,688,30
49025,7202,92,0,0,4,24729,735,43.6
49027,12582,84,0,1,13,20602,469,34.9
49029,10276,95,0,1,3,27312,728,32.3
49031,1865,93,0,0,5,17493,436,42.9
49033,2292,91,0,0,7,19168,483,34.7
49035,1078958,73,2,4,18,27314,820,31.8
49037,15152,46,0,1,5,15654,504,30.6
49039,28261,86,1,1,10,16965,530,30.5
49041,20871,92,0,0,5,19261,534,34.1
49043,38521,85,1,2,12,47733,1106,38.2
49045,60893,84,1,1,12,22643,679,30.7
49047,35721,82,1,0,8,24720,818,29.7
