"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
29189,1001327,68,23,4,3,35570,708,40.2
29195,23334,81,5,0,9,20339,398,38.2
29197,4395,98,0,0,1,19650,322,41.3
29199,4873,98,1,0,1,20859,287,39.1
29201,39061,84,11,0,2,20542,432,39.7
29203,8317,94,0,0,2,19658,300,44.5
29205,6179,97,2,0,1,20569,308,42.4
29207,29837,96,1,0,2,21797,355,42
29209,31375,95,0,0,2,22473,478,51.3
29211,6512,79,1,1,18,19930,323,40.9
29213,53555,90,1,1,5,20520,550,41.5
29215,25735,91,2,0,2,17741,349,41.6
29217,20878,94,1,1,2,20479,416,40.6
29219,33043,92,2,0,3,24033,550,40.2
29221,25048,95,2,0,0,17762,376,40.1
29223,13397,96,1,0,1,18748,384,46.7
29225,36690,95,1,0,2,19956,440,38.1
29227,2082,96,0,0,1,23815,243,47.8
29229,18449,95,1,1,2,18481,346,41.7
29510,317850,43,48,3,4,23945,565,34.6
30001,9291,92,0,0,4,26763,499,42.6
30003,13141,29,0,0,5,16244,412,29.8
30005,6598,47,0,0,2,17442,312,34.5
30007,5692,94,1,1,2,29188,516,45.8
30009,10268,95,0,0,2,28153,567,49.1
30011,1227,98,0,0,1,29391,436,50.8
30013,82090,86,1,1,4,25870,551,38
30015,5855,76,0,0,2,22032,326,41.1
30017,11945,93,0,0,3,25506,504,41.2
30019,1758,97,0,0,3,33140,540,50.3
30021,9365,93,1,0,3,27878,470,41.1
30023,9211,91,1,1,3,23156,398,46.8
30025,3057,96,1,0,1,32755,467,39
30027,11468,94,0,1,1,26111,539,47
30029,93333,93,0,1,3,26388,678,42.1
30031,95323,93,0,1,3,30293,777,33.2
30033,1047,97,0,0,1,26142,280,46.5
30035,13672,32,0,1,3,16892,362,31.3
30037,756,95,0,0,2,21562,475,53.1
30039,3168,97,0,0,2,27136,411,53.7
30041,16523,71,0,1,3,20869,462,34.3
30043,11502,93,0,0,2,30886,594,47.7
30045,1997,97,0,0,1,26595,376,51.4
30047,29157,66,0,0,4,22278,532,41.6
30049,65357,92,0,1,3,28476,682,40.9
30051,2369,96,0,0,1,23587,462,44.8
30053,19337,94,0,1,3,22856,479,50.8
30055,1728,95,0,0,2,28654,383,51.2
30057,7767,94,1,0,3,29700,588,52.1
30059,1898,97,0,0,1,20736,482,49.6
30061,4238,97,0,0,2,20691,406,51.6
30063,111966,90,0,1,3,26779,686,34.8
30065,4790,93,0,1,3,23545,420,48.5
30067,15708,94,1,0,3,27045,542,46.6
30069,443,99,0,0,1,25378,675,48.9
30071,4167,86,0,0,2,22139,415,47.9
30073,6206,81,0,0,2,22797,458,41.9
30075,1703,94,0,0,2,29902,420,52
30077,6975,91,0,1,2,21536,386,45.4
30079,1372,96,0,0,1,23285,367,51.9
30081,40823,93,0,1,3,22482,576,47.6
30083,11132,91,0,0,4,32900,697,38
30085,11072,37,0,0,1,16182,202,30.4
30087,9352,59,0,1,4,23238,348,36.9
30089,11346,90,0,0,3,20169,473,51.5
30091,3630,92,0,0,2,30814,474,47.1
30093,34549,91,0,1,4,24383,490,40.6
30095,9288,94,0,0,3,29217,509,46.7
30097,3633,94,0,1,2,25522,496,46.1
30099,6074,94,0,0,1,24443,425,44.8
30101,5150,88,0,2,3,22101,459,41.7
30103,812,89,0,1,7,20758,355,49
30105,7577,86,0,0,2,26337,409,45.5
30107,2115,95,0,0,2,19385,390,46.5
30109,986,99,0,0,1,23875,520,51.2
30111,153692,87,1,1,5,29576,670,38
31001,31442,88,1,1,9,27690,482,37.8
31003,6486,96,0,0,3,26763,324,46.5
31005,448,99,0,0,0,22035,321,39.9
31007,820,94,1,0,4,31735,360,50.4
31009,551,99,0,0,0,21854,369,40.4
31011,5373,98,0,0,2,27799,350,45.6
31013,11310,83,0,0,12,25897,429,40.8
31015,2039,97,1,0,0,24085,235,50.8
31017,3078,97,0,0,1,26390,259,47.6
31019,47958,88,1,1,8,26846,564,32.5
31021,6647,94,1,0,3,24332,381,47.4
31023,8256,96,1,0,3,29457,450,44.7
31025,25360,95,1,1,3,30694,533,41.5
31027,8675,97,0,0,2,27774,366,44.8
31029,3897,87,0,0,11,29905,420,44.9
31031,5770,89,0,0,2,26229,415,43.9
31033,10077,90,0,1,6,30339,466,39.9
31035,6382,89,0,0,9,26324,378,43.2
31037,10522,54,2,0,43,22857,443,34.2
31039,9078,89,0,0,9,25318,405,43.6
31041,10802,96,1,0,2,29406,363,43.8
31043,20798,52,4,3,37,20543,526,33.7
31045,9136,86,0,2,4,22176,441,33.7
31047,24069,62,4,0,33,22098,470,36.2
31049,1946,89,0,0,9,27439,403,47.1
31051,5866,87,0,0,12,24286,418,41.9
31053,36725,86,0,1,11,25112,548,39.4
31055,537655,71,11,3,12,29842,674,34
31057,2015,89,0,0,10,28870,345,46.2
31059,5697,95,1,0,4,27875,379,47.5
31061,3105,97,0,0,2,28426,355,49.9
31063,2573,98,0,0,0,25837,388,44.4
31065,4887,95,0,0,3,22769,364,46.8
31067,21818,95,0,0,2,26207,456,44.6
31069,1823,97,0,1,1,30790,356,52.3
31071,1933,97,1,0,1,23612,278,51.4
31073,1976,97,0,0,2,27402,427,46.7
31075,769,95,0,0,5,21782,425,48.5
31077,2476,96,1,0,2,23333,360,46
31079,60792,70,2,1,26,23995,521,35.8
31081,9100,96,1,0,3,30424,435,42.9
31083,3458,95,0,0,3,26139,350,49.5
31085,1084,93,0,0,7,26221,336,48
31087,2879,97,0,0,3,23152,338,48.2
31089,10398,95,0,0,4,25672,397,45.5
31091,681,95,1,0,4,22949,388,57.9
31093,6347,96,0,0,2,26658,364,43.3
31095,7433,94,0,0,3,25469,330,45.5
31097,5167,81,7,1,10,21488,384,42.3
31099,6549,94,0,0,5,27360,485,40.8
31101,8146,91,1,0,6,26422,395,49.1
31103,711,98,0,1,0,26666,265,52.8
31105,3720,89,0,1,8,24255,450,45.7
31107,8556,87,0,1,2,26560,315,47.6
31109,298080,83,4,4,6,27764,619,32.9
31111,35896,89,1,1,8,27056,501,40.1
31113,851,97,0,0,2,25920,331,44.8
31115,548,95,0,0,0,27794,246,51.8
31117,433,97,0,0,1,27364,369,46.9
31119,35111,82,1,1,14,26083,478,37.5
31121,7776,93,0,0,4,26136,419,43.8
31123,4874,83,1,0,15,24869,464,41.3
31125,3639,97,0,0,3,25479,356,45.9
31127,7168,95,1,0,2,27087,461,39.1
31129,4391,96,0,1,2,24447,310,49.2
31131,15842,90,0,0,7,26032,485,41.8
31133,2726,97,0,0,2,29030,305,49.1
31135,2924,96,0,0,4,29171,468,44.1
31137,9216,93,0,0,5,26697,439,42
31139,7184,97,0,0,2,26668,377,41.3
31141,32642,82,0,1,16,25869,514,38
31143,5271,94,0,0,4,30428,381,45.4
31145,10946,92,1,0,5,23387,383,41.8
31147,8201,93,0,0,2,25358,318,47
31149,1401,95,1,0,0,29205,318,52
31151,14360,73,1,3,22,21955,514,36.6
31153,169192,83,4,2,8,30902,748,33.7
31155,20913,96,1,0,2,29637,540,41.4
31157,36684,74,1,1,22,25064,490,38.8
31159,16998,96,0,0,2,28124,498,38.2
31161,5294,83,0,1,4,23734,354,46.1
31163,3107,97,1,0,2,26416,342,49.5
31165,1249,92,0,0,4,27216,419,48.1
31167,6081,93,1,0,5,27463,426,38.8
31169,5182,96,0,0,1,29120,335,48.9
31171,675,95,0,2,1,30475,303,44
31173,6946,39,0,1,4,18529,285,28.6
31175,4254,97,0,0,2,25951,334,46
31177,20257,95,1,0,2,31151,571,41.2
31179,9425,91,3,0,5,26031,404,30.1
31181,3697,92,0,1,4,22385,289,47.5
31183,847,100,0,0,0,30126,332,47.8
31185,13825,92,1,0,5,27646,467,41.3
32001,24252,75,2,3,13,24202,657,38.9
32003,2035572,46,10,9,30,26048,848,36.4
32005,47259,82,1,1,12,33057,888,49.4
32007,51562,68,1,1,24,29988,749,33.5
32009,1141,79,0,0,16,20984,350,46.5
32011,1669,95,0,0,3,30459,438,43.9
32013,17067,66,0,0,26,27255,674,35.3
32015,5946,65,0,1,27,29390,583,37.2
32017,5194,84,3,0,7,23924,478,37.4
32019,51657,77,1,1,16,23173,719,43.2
32021,4566,62,1,4,12,24146,412,48.7
32023,42625,78,3,1,14,23085,598,50.8
32027,6722,67,5,0,23,17332,513,41.3
32029,3929,91,0,1,4,35115,630,54.7
32031,435019,65,2,5,23,28757,775,37.6
32033,9974,74,4,1,15,24359,621,39.4
32510,54482,69,1,3,23,26127,719,42.6
33001,60399,95,1,1,2,31644,814,46.1
33003,47513,96,0,1,1,32612,737,50.3
33005,76430,95,1,1,2,30181,812,42
33007,31870,94,2,0,1,24546,578,48.1
33009,89341,92,1,3,2,32469,792,41.9
33011,403972,86,2,4,6,35242,942,40.1
33013,147262,94,1,2,2,32020,827,42.6
33015,299006,93,1,2,2,40469,998,43.5
33017,125273,92,1,3,2,29917,855,37.2
33019,43135,96,0,1,1,29004,742,45.1
34001,275376,57,14,8,18,28005,893,40.6
34003,926330,59,5,16,18,44002,1220,41.5
34005,450556,69,16,5,7,37255,1058,41
34007,511998,59,18,6,15,30822,837,38.3
34009,95805,86,5,1,7,33028,886,48.3
34011,157035,49,19,1,29,22417,790,36.9
34013,791609,32,39,5,22,32708,931,36.9
34015,290298,80,10,3,5,34025,914,39.6
34017,662619,29,11,14,43,33185,1084,34.7
34019,126250,87,2,4,6,51353,1181,45
34021,370212,52,20,10,16,37680,976,38.4
34023,830300,46,9,23,20,34674,1176,37.7
34025,629185,76,7,5,10,43469,1119,42.3
34027,498192,73,3,10,12,49552,1235,42
34029,583450,85,3,2,9,31200,1133,42.8
34031,507574,43,11,5,39,27643,1032,36.5
34033,65120,76,14,1,8,29712,782,41.8
34035,330604,59,9,16,14,48791,1252,40.8
34037,145930,88,2,2,7,38810,1035,43.4
34039,548744,42,20,5,29,35308,1033,38.1
34041,107226,84,4,3,8,34136,906,42.6
35001,673943,40,3,2,49,26765,695,36.5
35003,3583,80,1,0,18,20685,279,57.1
35005,65811,42,2,1,54,20559,558,34.8
35006,27382,21,1,1,37,16072,430,36.2
35007,12997,48,0,1,49,20534,443,47.6
35009,50497,50,6,1,40,21929,614,30.7
35011,2020,50,0,0,45,24370,199,47.3
35013,213963,29,2,1,67,20129,591,32.4
35015,55641,50,1,1,46,28308,643,36.5
35017,29119,48,1,0,49,23011,504,46.5
35019,4526,18,2,0,77,16820,458,41.6
35021,565,61,0,0,39,22946,413,56.9
35023,4643,42,0,0,57,18871,384,41.8
35025,68149,39,3,0,55,23804,624,31.8
35027,19931,64,1,0,31,25756,603,50.4
35028,17939,74,0,7,16,51148,820,43.5
35029,24789,33,1,0,64,15078,425,39
35031,73998,10,1,1,14,12614,408,30.8
35033,4660,17,0,0,82,15591,420,42.6
35035,65318,51,4,1,36,19457,610,35.6
35037,8698,51,2,1,44,17335,371,45.7
35039,39949,13,0,0,71,19678,487,40.1
35041,19908,54,2,1,40,18187,516,29.4
35043,136638,46,2,1,37,26742,849,39.1
35045,125133,41,0,0,20,22460,612,34.2
35047,28668,19,1,1,77,17849,483,42.5
35049,147108,43,1,1,51,33044,831,44.4
35051,11615,67,0,0,29,18982,443,55.6
35053,17494,39,1,1,49,18553,453,36.8
35055,32943,36,0,1,56,22358,604,46.8
35057,15853,54,1,0,41,18300,522,43.3
35059,4339,54,3,0,41,21705,531,40.3
35061,76297,35,1,0,59,19412,592,38.5
36001,307463,74,12,6,6,32779,792,37.9
36003,48070,95,1,1,2,20940,462,38.3
36005,1428357,10,30,4,55,18456,959,33.2
36007,198093,85,5,4,4,25105,595,39.9
36009,78962,91,2,1,2,22336,460,41.4
36011,79173,91,4,0,3,25786,557,42.5
36013,132646,88,2,1,7,22903,472,41.7
36015,88267,87,6,1,3,26262,594,40.9
36017,49549,95,1,1,2,23036,512,43.8
36019,81685,90,4,1,3,24941,636,39.4
36021,62195,87,4,2,4,32851,725,46.6
36023,49043,93,1,1,2,24228,576,36.1
36025,46901,93,2,1,4,23835,528,46.4
36027,296928,73,9,4,11,33923,980,41.2
36029,921584,77,13,3,5,28879,599,40.4
36031,38912,92,3,1,3,26805,635,45.9
36033,51280,82,5,0,3,22488,534,39.8
36035,54606,93,2,1,3,24339,548,42.8
36037,59458,91,3,1,3,25240,569,42.7
36039,48312,86,6,1,5,26261,668,45.2
36041,4760,95,1,0,1,26968,481,51.9
36043,64034,95,1,0,2,23753,507,42.9
36045,118947,83,5,1,7,23659,757,31.8
36047,2595259,36,31,11,20,26774,1110,34.4
36049,27124,96,1,0,2,24772,523,41.4
36051,64801,91,2,1,3,24142,579,40.1
36053,72427,94,2,1,2,25984,574,40.8
36055,749356,72,15,3,8,29424,711,38.5
36057,49779,84,1,1,12,23554,536,41
36059,1354612,63,11,8,16,43206,1437,41.3
36061,1629507,47,13,12,26,64993,1432,36.6
36063,214150,86,7,1,3,26891,523,42.6
36065,233558,83,6,4,5,25982,557,41.2
36067,468304,78,11,4,5,29444,668,38.8
36069,109192,91,2,1,4,30934,689,43.1
36071,375384,66,9,3,19,31023,984,36.8
36073,42204,87,6,1,4,22070,507,42.2
36075,121183,95,1,1,2,23466,560,39.2
36077,61399,92,2,1,3,24625,627,41.6
36079,99488,81,2,2,13,41173,1150,42.8
36081,2301139,26,17,24,28,26876,1248,37.7
36083,159900,85,6,2,4,30803,722,39.8
36085,472481,63,10,8,18,32041,1021,39.3
36087,320688,64,11,6,17,34647,1200,36.3
36089,112011,92,2,1,2,22562,545,37.8
36091,223774,92,1,2,3,35922,844,41.8
36093,154796,75,9,4,6,28902,696,39.9
36095,31913,94,1,1,3,25498,596,43.3
36097,18410,95,1,0,2,25189,510,45.5
36099,35144,90,4,1,3,24666,556,42.3
36101,98665,94,2,2,2,25800,513,42
36103,1501373,70,7,4,18,37634,1391,40.6
36105,76330,73,8,2,15,25742,699,42.2
36107,50199,96,1,1,2,29427,526,43.6
36109,103855,78,4,10,5,28460,907,30.2
36111,181300,80,5,2,10,30732,849,43.1
36113,65180,95,1,1,2,30611,726,45.2
36115,62700,93,3,0,3,24345,627,42.9
36117,92416,90,3,1,4,25609,561,43.1
36119,967315,55,13,6,23,48885,1233,40.3
36121,41446,90,5,0,3,23960,470,41.1
36123,25187,96,1,1,2,25224,535,41.5
37001,155258,66,18,1,12,23434,549,39.2
37003,37158,88,6,1,4,20043,432,42.1
37005,10911,87,2,0,9,20366,444,47.2
37007,26135,45,49,1,3,17025,426,39.7
37009,27114,93,1,0,5,21269,430,46.6
37011,17695,87,4,0,5,21298,531,43.7
37013,47561,66,26,0,7,22356,419,44.9
37015,20518,35,62,0,2,16629,381,44.8
37017,34720,54,35,0,8,18903,379,42.6
37019,115926,81,11,1,5,27586,662,50
37021,247336,84,6,1,6,27066,698,41.1
37023,89548,82,6,4,6,20263,440,42.9
37025,188375,70,16,3,10,26183,637,37.4
37027,81758,88,5,1,5,19601,449,42.8
37029,10161,80,14,2,3,26585,927,41.1
37031,68228,86,6,1,4,28991,646,46.4
37033,23174,61,33,0,3,19698,365,44.9
37035,154610,77,8,4,9,23657,519,40.8
37037,67431,71,12,1,13,32845,628,46.3
37039,27092,92,2,0,3,18787,482,50
37041,14656,60,34,0,3,21451,483,44.5
37043,10656,96,1,0,3,22106,496,50.5
37045,97178,74,21,1,3,20825,476,41.4
37047,57230,60,30,0,5,19814,400,41.5
37049,104450,67,21,2,7,24553,684,35.9
37051,324603,46,35,2,11,22931,678,31.1
37053,24492,88,6,0,3,27521,797,42.6
37055,34863,88,2,0,7,30682,882,45
37057,163867,81,9,1,7,23060,466,41.5
37059,41447,85,7,0,6,28141,512,43.8
37061,59453,52,25,0,21,17593,404,38.8
37063,288817,42,37,5,13,30268,743,34.4
37065,55280,37,56,0,4,17956,419,39.9
37067,361684,58,26,2,12,26674,587,37.7
37069,62296,63,25,0,8,21526,533,40.2
37071,209807,74,15,1,6,22828,543,39.8
37073,11724,63,34,0,2,22035,495,43.2
37075,8700,88,1,0,1,19372,419,44.6
37077,58109,59,31,0,7,23127,548,41.4
37079,21328,47,36,0,15,18107,390,39
37081,506763,52,33,4,8,26762,630,36.9
37083,53407,39,52,1,3,19709,419,42.1
37085,124320,63,20,1,12,20864,566,33.6
37087,59170,93,1,1,4,25562,541,46.8
37089,109719,84,3,1,10,26059,626,46.3
37091,24368,34,58,1,3,17280,404,41.7
37093,51075,41,33,1,12,18421,597,31.4
37095,5693,59,35,0,5,19333,423,43
37097,165066,77,12,2,7,27558,616,39.9
37099,40812,81,2,1,5,21517,528,36.8
37101,178396,69,15,1,13,22858,574,37.4
37103,10166,62,32,0,4,20630,402,45.2
37105,59418,58,19,1,19,21743,539,37.5
37107,58782,51,39,1,7,20191,416,42.1
37109,79578,85,5,0,7,26439,517,42
37111,44961,88,4,1,6,18717,438,43.1
37113,33919,90,1,1,7,24060,576,49
37115,21027,94,2,0,2,21076,498,44
37117,23729,52,44,0,4,19032,410,46
37119,990288,49,30,5,13,33169,794,34.5
37121,15330,93,1,0,5,21429,383,46.7
37123,27601,64,18,2,15,19331,410,41.1
37125,91743,77,12,1,6,29643,613,45.1
37127,94722,52,38,1,6,23082,495,41
37129,213091,77,14,1,5,29880,766,37.8
37131,21011,39,57,0,2,18180,374,47.1
37133,183753,67,15,2,12,21862,781,26.1
37135,138644,70,12,7,8,36380,796,33.3
37137,12982,74,19,0,3,24176,508,49.8
37139,40018,55,37,1,4,22187,604,37.4
37141,55166,74,17,0,6,23561,641,42.1
37143,13498,72,24,0,2,23006,485,47.8
37145,39262,66,27,0,4,21148,443,42.4
37147,173798,56,34,2,6,23461,536,31.5
37149,20327,88,5,0,6,27164,572,50.9
37151,142370,80,6,1,11,21175,476,40.5
37153,46046,58,32,0,6,18059,414,39.9
37155,134871,27,24,1,8,15559,402,35.2
37157,92300,73,18,0,6,20726,440,43.6
37159,138361,73,16,1,8,21706,542,40.3
37161,66865,84,10,1,4,19419,416,43.3
37163,63873,52,26,0,18,19063,397,39.2
37165,35932,45,38,1,3,15849,413,39.1
37167,60586,82,10,2,4,20990,458,41.8
37169,46661,91,4,0,3,20950,457,44.7
37171,73170,85,4,1,10,20330,424,42.7
37173,14163,64,2,1,2,20409,466,40.7
37175,32928,89,4,1,3,24080,497,50.1
37177,4152,56,30,3,10,16268,510,44.4
37179,213422,73,12,2,11,29662,665,37.2
37181,44829,41,49,0,7,18606,436,40
37183,976019,61,20,6,10,34202,810,35.3
37185,20468,38,50,0,4,19354,412,46.1
37187,12668,45,49,0,5,20067,374,45.1
37189,52240,92,1,1,3,22314,697,29.5
37191,124355,55,31,1,11,21204,504,36.7
37193,68946,88,4,0,6,19163,422,43.7
37195,81581,48,38,1,10,21486,469,39.9
37197,37971,85,3,0,10,21372,432,42.9
37199,17604,93,1,0,5,20798,435,46.2
38001,2341,92,1,1,1,34005,420,47.6
38003,11097,94,1,2,2,33016,489,42.8
38005,6794,42,0,0,2,20697,232,31
38007,969,91,1,3,4,42729,673,45
38009,6634,93,1,0,2,33541,494,46
38011,3221,94,0,0,4,34414,484,43.6
38013,2208,93,0,0,5,34161,444,36.5
38015,88223,91,1,1,2,34813,697,36.8
38017,162500,89,3,3,2,31795,650,31.9
38019,3890,96,0,0,0,38721,420,50.8
38021,5195,94,1,0,3,27825,506,43.2
38023,2314,96,0,1,0,41625,525,51.7
38025,4195,83,0,1,3,41849,530,41.7
38027,2370,91,0,0,3,31806,366,48.3
38029,3463,97,0,0,0,29367,342,51.2
38031,3366,96,0,1,1,29710,470,46.9
38033,1822,96,0,0,2,27650,445,41
38035,68979,86,2,2,4,29088,678,29.4
38037,2362,97,0,0,1,32412,338,53.6
38039,2329,97,1,0,0,29639,332,51.8
38041,2621,94,1,0,2,28132,450,48.4
38043,2430,95,0,0,5,32743,359,47
38045,4113,98,0,0,1,34471,394,48.5
38047,1945,97,0,0,1,32180,473,51.8
38049,5817,95,0,0,2,34169,425,43.3
38051,2759,96,0,1,1,28735,387,53.4
38053,9615,77,1,0,3,37045,702,32.2
38055,9451,90,0,0,2,31777,449,47.1
38057,8633,94,0,0,2,31759,575,45.6
38059,28985,91,1,0,2,32614,651,38.9
38061,9253,64,0,1,6,38061,437,34.8
38063,3048,95,1,0,2,32259,380,52.8
38065,1819,92,0,0,3,32235,508,48.5
38067,7206,93,0,0,3,31244,438,47.2
38069,4395,96,1,0,1,25029,457,46.9
38071,11566,85,0,1,2,29006,483,42.5
38073,5453,96,1,0,2,30779,469,44.5
38075,2562,96,0,1,2,31281,475,39.9
38077,16317,93,0,0,2,28413,456,38.9
38079,14498,20,1,0,0,16706,187,30.3
38081,3874,95,1,1,3,32280,522,45.3
38083,1337,98,0,0,0,32095,264,52
38085,4380,14,0,0,4,15557,202,27
38087,673,97,1,0,0,34597,531,50.4
38089,28628,90,1,1,4,35114,754,35
38091,1979,98,0,0,2,34774,374,50.2
38093,21076,94,1,0,2,29490,556,40.6
38095,2294,89,0,0,2,33277,362,48.5
38097,8077,94,1,0,3,30213,445,41.4
38099,11005,86,0,1,11,30154,369,45.4
38101,67736,86,3,1,5,31215,845,31.1
38103,4204,98,0,0,1,30514,366,51
38105,29619,87,2,0,5,43946,821,32.6
39001,28229,97,0,0,1,18556,404,41
39003,105196,82,12,1,3,22922,488,38.1
39005,53189,96,1,1,1,22928,512,39.9
39007,99777,90,3,0,4,20378,498,41.8
39009,64974,90,2,3,2,17868,569,28
39011,45873,97,0,0,1,25727,491,41
39013,69560,93,4,0,1,23684,409,43.9
39015,44247,97,1,0,1,22133,449,40.8
39017,372538,83,8,3,4,27490,639,36.4
39019,28361,97,1,0,1,23706,438,44.5
39021,39393,94,2,0,1,23513,514,41.2
39023,136827,85,8,1,3,23445,520,41
39025,200285,94,1,1,2,29288,626,39.5
39027,41892,94,2,0,2,23039,536,39.3
39029,105987,94,2,0,1,23348,454,43.2
39031,36724,96,1,0,1,20713,415,41.5
39033,42725,96,1,0,1,22499,454,42.6
39035,1263189,60,29,3,5,28215,615,40.4
39037,52356,97,1,0,1,22832,464,41.8
39039,38669,87,2,0,9,24143,497,39.7
39041,185433,87,4,5,2,41824,765,37.8
39043,76141,84,8,1,4,27249,554,44
39045,149112,88,6,1,2,28130,620,39
39047,28769,93,2,1,2,21632,514,41.1
39049,1215761,66,21,4,5,29244,681,33.8
39051,42485,90,1,0,8,26470,501,39.8
39053,30565,94,2,1,1,21195,429,41
39055,93874,96,1,1,1,37021,662,44.2
39057,164192,84,7,3,3,31075,679,37.7
39059,39626,95,2,0,1,21564,455,42.2
39061,804194,67,26,2,3,30360,590,37
39063,75428,90,1,2,5,27129,540,39.2
39065,31736,95,1,1,1,20332,432,35.4
39067,15633,95,2,0,1,22197,411,45.9
39069,28015,91,1,0,7,25205,479,41.2
39071,43170,96,1,0,1,20240,456,40.1
39073,28914,97,1,0,1,21360,441,42.6
39075,43436,98,0,0,1,18906,421,30.4
39077,58937,91,1,0,6,23158,465,38.8
39079,32854,96,1,0,1,20697,432,39.5
39081,68053,91,6,0,1,23188,411,44.3
39083,61004,96,1,0,1,23520,526,38.7
39085,229437,90,4,1,4,30094,702,43.2
39087,61827,95,2,0,1,21955,454,41.2
39089,168693,92,3,1,2,27389,579,39.7
39091,45484,94,2,1,1,25428,513,40.7
39093,303152,79,8,1,9,26804,588,41
39095,436261,70,19,2,7,24816,531,37.7
39097,43456,89,6,1,2,25159,542,40.2
39099,234550,77,15,1,5,24056,505,43.3
39101,65943,89,6,0,2,20811,514,40.4
39103,174831,94,1,1,2,31760,675,41.4
39105,23473,97,1,0,1,19999,399,42.3
39107,40863,96,0,0,2,24978,474,40.1
39109,103517,93,2,1,1,26320,552,41.4
39111,14547,98,0,0,0,22522,384,45.6
39113,533763,72,20,2,3,25734,558,39.4
39115,14913,93,4,0,1,20180,383,43.9
39117,34996,96,0,0,1,23420,507,41.2
39119,86016,92,3,0,1,21274,474,40.3
39121,14508,92,6,0,1,21788,401,50.2
39123,41162,93,1,0,5,29343,542,47.3
39125,19165,93,1,0,4,23836,441,41
39127,36025,97,0,0,1,20302,429,40
39129,56515,93,3,0,1,24921,576,39.1
39131,28396,96,1,0,1,20790,470,40.8
39133,161897,90,4,2,2,26042,654,37.6
39135,41682,97,1,1,1,23414,513,41.9
39137,34184,93,0,0,6,26269,507,39.7
39139,122312,86,7,1,2,22367,475,41.3
39141,77334,90,5,1,1,21365,486,40.6
39143,60187,85,3,0,9,23782,484,41.3
39145,78017,94,3,0,1,19769,406,39.5
39147,55929,91,2,1,5,23020,464,39
39149,49067,93,2,1,2,26741,529,38.9
39151,374979,87,7,1,2,25547,530,41.8
39153,541847,79,14,3,2,28986,611,40.7
39155,206373,88,8,1,2,23509,491,43.6
39157,92697,95,1,0,2,23314,486,41
39159,53470,91,2,3,1,28549,602,38.1
39161,28576,95,1,0,3,24422,456,41.5
39163,13234,97,0,0,0,18330,397,41
39165,219916,88,3,5,2,34271,748,38.7
39167,61351,95,1,1,1,24013,453,43.6
39169,115371,94,2,1,2,23695,530,38.8
39171,37386,93,1,0,4,22234,469,41.6
39173,128885,89,3,2,5,27477,598,34.8
39175,22467,97,0,0,3,24246,457,42
40001,22236,42,0,1,6,16247,357,37
40003,5755,77,2,0,5,28233,383,44.7
40005,13906,72,4,1,3,18810,374,40.7
40007,5530,76,1,0,22,26258,447,41.5
40009,23300,77,3,1,14,25156,488,34.7
40011,9810,75,6,0,9,19576,342,41.1
40013,44003,73,2,0,5,20688,468,37.1
40015,29495,58,3,0,11,20003,356,37
40017,126193,78,2,3,8,28246,672,35.7
40019,48442,71,7,1,6,22870,486,38.6
40021,48097,49,1,0,7,19509,444,34.8
40023,15120,62,11,0,4,18269,345,41.8
40025,2341,76,0,0,21,26981,284,44.6
40027,268614,74,4,4,8,27745,674,33.2
40029,5812,71,0,0,4,22977,366,42.3
40031,125531,58,16,2,12,23264,616,31.8
40033,6112,77,2,1,7,21640,341,41.5
40035,14744,65,3,1,3,19623,415,42.3
40037,70761,77,2,1,4,23010,512,40.6
40039,28978,71,3,1,16,23044,434,30.7
40041,41409,65,0,1,3,21736,436,45.8
40043,4863,84,0,1,6,25942,390,41.5
40045,4121,88,0,1,7,28417,420,44.3
40047,62192,77,3,1,11,24928,528,36.2
40049,27455,77,2,0,7,21644,396,39.5
40051,53612,82,2,0,5,24965,449,38.5
40053,4517,90,0,0,4,28552,421,44.2
40055,6117,76,7,0,11,19552,401,41.3
40057,2866,61,7,2,27,20891,225,41.1
40059,3766,77,0,0,20,24364,323,39
40061,12850,72,1,0,4,18858,365,40
40063,13785,65,6,0,5,17723,343,40.2
40065,26056,64,7,1,22,21923,484,34.1
40067,6333,79,1,0,9,19409,273,42.4
40069,11022,71,2,1,4,20425,373,40.6
40071,45587,76,2,1,7,23044,412,38.8
40073,15302,78,1,0,15,27733,486,38.6
40075,9302,76,4,0,10,23260,288,43
40077,10774,68,1,1,3,22343,358,39.3
40079,49899,72,2,0,7,18881,387,39.7
40081,34504,83,2,0,3,23072,425,40.7
40083,44493,78,9,1,6,27402,514,38.5
40085,9663,73,2,1,14,20589,478,39.1
40087,36512,80,1,1,7,26562,504,38.3
40089,33143,64,8,0,5,17898,354,39.1
40091,20280,69,4,0,2,20599,364,47.4
40093,7700,86,0,0,9,27877,369,41.6
40095,16014,67,1,0,16,20339,405,43.1
40097,41007,66,0,0,3,20884,478,39.3
40099,13733,74,1,0,6,23146,472,41.3
40101,70224,57,11,1,6,20516,466,37.8
40103,11506,82,1,0,3,25368,342,40.7
40105,10555,67,2,0,3,20524,417,41.4
40107,12248,62,8,0,4,16818,351,39.6
40109,754480,58,15,3,16,27401,603,34.2
40111,39446,64,8,0,4,20313,412,39.2
40113,48054,64,11,0,3,22935,421,41.9
40115,32085,66,1,1,5,18136,429,38.5
