"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
2105,2029,43,0,0,5,24932,614,45.7
2110,30975,68,1,6,5,34923,976,38.6
2122,53917,83,1,1,3,29127,672,40.6
2130,13396,67,0,6,4,29520,804,38.3
2150,13349,53,1,20,8,26413,881,33.5
2164,1626,19,1,1,1,15161,406,18
2170,84147,83,1,1,4,27910,795,34.7
2180,9315,16,1,0,1,20549,856,27.7
2185,8852,11,0,3,4,22109,674,26.1
2188,7477,12,0,1,1,21278,827,25.7
2195,3841,73,0,2,1,30971,396,42.8
2198,5507,50,0,1,2,24193,509,39.5
2220,8894,64,0,4,5,29982,878,40
2230,1140,88,2,1,4,35536,920,37.2
2240,6935,79,2,0,3,27657,818,35.9
2261,9606,72,1,4,1,30703,721,39
2270,7398,3,0,0,0,11269,335,21.5
2275,2338,68,1,0,3,28731,655,42.1
2282,638,32,0,2,5,28576,636,38.6
2290,5635,22,0,0,2,18614,309,35.1
4001,70312,20,0,0,6,12294,317,31.5
4003,129268,59,4,2,32,23010,576,39.7
4005,131824,55,1,1,13,22632,767,30.8
4007,53272,66,0,0,18,19600,572,46.9
4009,36030,53,2,1,30,15644,444,31.5
4011,8318,49,0,1,46,21281,231,35.2
4012,20549,63,1,1,23,21165,395,52.5
4013,3751410,60,5,3,29,27816,781,34.1
4015,199177,80,1,1,14,21523,633,46.3
4017,107060,44,1,0,10,16745,473,33.8
4019,964462,56,3,3,34,25093,630,37.3
4021,329297,58,4,2,29,21716,673,35.7
4023,46051,17,0,0,82,16209,539,35.2
4025,209260,82,1,1,13,25527,691,48.1
4027,190526,37,2,1,58,18418,606,33.9
5001,19321,72,24,0,2,22142,373,42
5003,22126,68,26,0,4,18779,304,38.6
5005,41388,96,0,0,2,21513,426,50.1
5007,209911,78,1,3,15,25186,557,34.4
5009,36710,95,0,1,2,20507,371,40.6
5011,11638,59,29,0,11,18845,327,40.1
5013,5529,73,21,0,3,16457,310,40.4
5015,26971,84,1,1,12,19743,417,43.7
5017,12102,40,54,0,4,14668,242,41.9
5019,23083,71,23,1,4,17186,397,33.1
5021,16297,97,0,0,1,18892,294,43
5023,25692,96,1,0,2,20371,417,46
5025,8769,85,13,0,2,19481,352,39.1
5027,24756,60,37,1,2,20110,321,36.9
5029,21059,82,12,0,3,19909,332,39.6
5031,93329,81,12,1,4,21728,470,33.3
5033,60778,87,1,1,6,18715,424,37.3
5035,50673,46,49,0,2,18241,438,33.3
5037,18144,74,23,0,1,18248,323,38.4
5039,8280,54,43,0,2,16457,256,41.7
5041,13351,47,47,0,4,17582,290,38.3
5043,18546,68,29,1,2,18903,370,36.8
5045,108375,83,10,1,4,22811,509,31.5
5047,18176,94,0,0,2,18010,369,41.4
5049,12263,97,0,0,1,17067,279,46.7
5051,95290,84,8,1,5,22786,487,44
5053,17657,94,3,0,2,22229,438,39.2
5055,41318,96,1,0,2,18225,412,37.3
5057,22747,57,30,0,11,17177,383,37.1
5059,32671,85,10,0,3,18248,372,39.6
5061,13778,68,21,0,9,18216,350,38.8
5063,35994,91,2,1,5,19912,378,38.7
5065,13636,95,2,0,1,17737,313,47
5067,18015,79,17,0,2,14874,289,40
5069,78447,42,53,1,2,18681,409,36.5
5071,25180,84,2,0,11,16937,380,37.1
5073,7764,60,38,0,1,17699,248,42.7
5075,17340,97,0,0,1,15168,300,39.7
5077,10709,41,55,0,2,13103,298,40.1
5079,14203,65,30,0,3,15024,305,36.2
5081,13145,74,21,0,2,18808,331,41.2
5083,22580,93,1,2,2,19121,297,41.3
5085,65846,88,6,1,3,22473,468,35.3
5087,15507,92,0,0,4,18611,361,38.5
5089,16779,96,0,0,1,19532,313,48.7
5091,43048,71,24,1,2,19654,457,37.2
5093,46815,61,34,1,3,17736,328,34.6
5095,8492,56,41,1,1,17084,255,43.2
5097,9490,93,0,0,3,20010,310,46
5099,9149,65,33,0,0,21020,297,39.9
5101,8394,95,0,0,0,15904,255,44.8
5103,26293,56,40,0,2,18244,281,42
5105,10435,94,3,0,2,19844,382,41.2
5107,22412,35,63,0,1,15244,304,36
5109,11286,88,3,0,6,18122,326,39.1
5111,24703,89,7,0,2,16625,285,39.3
5113,20490,90,0,0,5,16913,321,43.2
5115,60460,88,3,1,6,19693,433,35.1
5117,8839,85,13,0,0,18134,283,43.5
5119,377060,57,35,2,5,27158,549,35.7
5121,18049,96,1,1,1,18751,321,42
5123,28302,43,52,0,4,13693,346,36.8
5125,102439,90,4,1,3,24584,530,38.6
5127,11226,86,0,4,7,17668,291,41
5129,8227,96,0,0,1,15298,310,45.2
5131,123847,74,6,4,11,22284,437,36.5
5133,16636,63,4,1,29,15590,312,34.2
5135,17432,95,0,0,1,16570,364,46.1
5137,12321,98,0,0,1,16090,305,46.5
5139,42180,62,33,1,3,20447,334,39.8
5141,17237,94,1,0,2,17999,294,46.1
5143,197192,75,3,2,14,22421,533,30.6
5145,74957,90,4,1,3,20900,419,36.1
5147,7505,69,29,0,0,18344,249,42.9
5149,21895,78,1,1,18,16345,356,37.9
6001,1477980,35,12,26,22,33961,1108,36.2
6003,1176,63,0,4,5,32159,731,40.9
6005,38327,80,2,1,12,26329,896,47.2
6007,218635,76,1,4,13,23404,753,37.2
6009,45994,84,1,1,10,28408,810,48.5
6011,21165,42,1,1,53,21317,679,34
6013,1024809,49,9,14,23,37818,1182,38.1
6015,28471,66,3,3,17,18974,706,37.9
6017,179053,81,1,3,12,34393,935,42.6
6019,908830,34,5,9,49,20329,700,30.4
6021,27935,57,1,2,36,19987,590,35.1
6023,133058,78,1,2,9,24025,722,37.1
6025,168052,15,3,1,79,16395,551,31.6
6027,18434,67,1,1,18,26762,647,45
6029,815693,40,5,4,48,20100,677,30.6
6031,151122,37,7,4,49,17875,669,30.8
6033,64371,75,2,1,16,21531,673,44.1
6035,35081,67,8,2,17,19756,645,37.2
6037,9758256,28,8,14,47,27344,1017,34.3
6039,147738,40,4,2,52,18724,742,33.2
6041,248601,74,3,6,14,53940,1446,44
6043,18290,83,1,1,9,27064,572,47.9
6045,87487,70,1,2,21,23357,764,41.2
6047,250699,33,4,7,54,18041,678,29.3
6049,9605,79,1,1,13,20536,459,45.4
6051,13905,69,1,0,25,27321,887,36.5
6053,407435,34,3,6,54,25776,1033,32.8
6055,134051,58,2,6,31,34310,1118,39.4
6057,98186,87,0,1,8,30727,975,46.8
6059,2965525,46,2,17,33,34017,1344,35.7
6061,336477,77,1,6,12,35680,1023,39.8
6063,20392,86,1,1,8,28732,593,48.5
6065,2109464,41,6,6,44,24431,975,33.4
6067,1395144,50,10,14,21,26953,871,34.6
6069,54492,39,1,2,55,25508,994,33.7
6071,2005287,35,9,6,48,21867,936,31.2
6073,3022468,50,5,11,31,30715,1155,34.5
6075,789172,42,6,33,15,45478,1264,38.3
6077,673613,37,7,14,38,22851,831,32.3
6079,265577,72,2,3,20,29790,1002,39
6081,704327,44,3,24,24,43958,1373,39
6083,416051,50,2,5,41,29731,1181,33.6
6085,1739396,37,2,31,26,39804,1325,35.8
6087,256901,61,1,4,31,32862,1170,36.6
6089,176906,83,1,2,8,23772,698,41.3
6091,3366,90,1,0,8,27389,566,50.8
6093,44690,80,1,1,10,22179,599,46.5
6095,410042,42,15,14,23,28649,1083,36.5
6097,474047,68,1,4,24,32597,1102,39.5
6099,509682,48,3,5,41,22064,796,32.5
6101,93420,52,2,13,28,22344,729,34.2
6103,62575,73,1,1,21,20198,637,39.2
6105,13701,84,0,1,7,22073,606,48.5
6107,429404,34,1,3,59,17966,621,29.4
6109,56074,82,2,1,10,25483,744,46.6
6111,809080,50,2,7,39,32348,1294,36
6113,196418,51,2,13,30,27420,945,30.1
6115,71160,60,2,7,24,19937,676,31.5
8001,425330,54,3,3,37,23999,767,32.2
8003,15293,50,0,1,45,18820,440,32.6
8005,552860,65,9,5,18,31898,768,35.5
8007,12136,80,1,0,17,25421,673,36.7
8009,3833,88,1,1,8,21472,290,47.2
8011,6125,60,6,2,29,16505,400,40.2
8013,290177,80,1,4,13,36947,897,35.3
8014,52872,80,1,5,11,35836,865,36.7
8015,17540,87,2,1,9,26110,580,46.3
8017,2194,89,0,1,9,22999,313,41.6
8019,9088,93,0,1,4,34506,733,44.7
8021,8220,42,0,0,55,17541,375,38.6
8023,3536,32,0,1,62,16525,313,45.6
8025,5897,61,9,1,27,18966,367,38.3
8027,3899,92,0,2,5,26860,602,51.7
8029,30533,83,1,1,13,22080,548,45.1
8031,578087,52,10,3,32,30806,708,33.8
8033,2027,94,0,0,2,19244,427,43.5
8035,273440,86,1,4,7,42418,1034,35.8
8037,50793,68,0,1,29,36753,1133,33.4
8039,22712,91,1,1,5,34782,706,42.8
8041,599988,73,6,3,14,27945,703,34.3
8043,46941,73,6,3,16,19083,582,42.7
8045,54761,71,0,0,26,28457,897,34.4
8047,5126,91,2,0,4,33591,831,43.8
8049,14526,91,0,1,7,30055,715,40.4
8051,15136,90,0,0,7,28490,714,33
8053,489,92,0,0,7,43293,390,57.6
8055,6948,55,2,1,33,23139,443,49.7
8057,1464,92,0,0,6,23814,575,46.5
8059,528614,81,1,3,14,34714,785,39.7
8061,1643,95,0,1,2,22877,337,46.2
8063,8156,78,3,2,17,21086,411,39.7
8065,7039,57,1,1,39,20437,674,34.6
8067,50149,81,0,0,12,29836,801,38
8069,291162,85,1,2,10,30046,755,35
8071,15675,54,1,1,41,21887,543,43.9
8073,5476,80,6,1,11,23440,432,41.4
8075,22278,81,2,0,15,22564,448,38.4
8077,142284,84,1,1,13,27067,667,38.1
8079,1020,95,0,2,1,46358,626,58.4
8081,13519,84,0,1,13,24563,605,36.2
8083,25279,76,0,1,11,24616,508,42
8085,40266,78,0,1,19,23613,626,41.9
8087,27911,63,2,1,33,20181,526,36.4
8089,18830,57,1,1,39,18056,387,40.8
8091,4319,92,0,1,5,29051,899,46.2
8093,16286,92,0,1,5,31663,1025,44.9
8095,4394,79,0,0,18,23453,409,40.9
8097,16389,89,0,2,8,64381,1116,42.7
8099,12734,65,0,0,34,18429,367,35.9
8101,156244,55,2,1,41,21609,537,38.4
8103,6494,88,0,0,8,28382,593,37.6
8105,11926,57,0,0,41,17199,419,39.9
8107,22924,92,0,1,6,33079,997,38.9
8109,6161,53,0,1,42,18686,384,42.4
8111,752,81,0,2,16,31232,574,43.8
8113,7299,89,0,2,8,38247,869,38.4
8115,2412,88,0,1,9,21652,313,50.4
8117,27105,84,0,1,13,35770,1109,36.2
8119,22821,91,0,1,5,28726,676,45.9
8121,4773,88,0,0,9,23125,364,43.1
8123,242860,68,1,1,28,24732,639,32.7
8125,9896,79,0,0,19,21872,380,36.7
9001,905342,68,10,4,16,48295,1021,39.1
9003,887976,67,12,4,15,33151,758,39.5
9005,189916,92,1,2,4,35848,718,43.4
9007,164774,87,4,3,4,37519,818,42.3
9009,856688,69,12,3,14,31720,823,38.7
9011,272360,79,5,4,8,32888,821,39.8
9013,151073,88,3,3,4,33108,821,37.6
9015,117708,86,2,1,9,26457,681,38.9
10001,156918,66,23,2,5,24194,744,36.1
10003,533514,63,23,4,8,31220,807,36.8
10005,190846,76,13,1,8,26779,647,44.6
11001,584400,33,52,3,9,42078,971,34.3
12001,244247,65,20,5,8,24741,702,29.7
12003,26548,82,13,0,2,19593,541,36.1
12005,166798,80,10,2,5,25033,725,38.7
12007,28750,74,20,0,4,16997,471,39.3
12009,540583,78,10,2,8,27606,759,44.6
12011,1734139,46,25,3,24,28631,986,39.2
12013,14372,78,14,0,5,15091,345,38.4
12015,159385,86,5,1,5,26938,755,54.8
12017,140686,90,3,1,4,22551,597,53.5
12019,186076,78,9,3,7,26872,791,37.5
12021,316931,67,6,1,25,37046,919,45.8
12023,66964,75,17,1,5,19366,514,39.5
12027,34557,56,13,0,29,15989,545,37
12029,16196,91,6,0,2,17066,368,44.5
12031,854848,58,29,4,7,25854,731,35.4
12033,297940,67,22,3,4,23474,641,37.3
12035,91806,77,11,2,8,24939,841,47.2
12037,11470,80,13,1,6,21005,485,43.6
12039,46031,34,56,0,9,16843,464,38.2
12041,16683,88,4,0,4,18309,545,39.5
12043,12617,67,9,2,20,17872,592,43
12045,15879,75,20,0,4,17968,527,42.5
12047,14696,55,36,0,8,15794,328,37.5
12049,27521,49,8,1,41,14668,533,33.4
12051,39030,36,14,1,48,14734,563,31.7
12053,170337,83,5,1,10,22775,721,47
12055,98807,72,9,1,16,19579,548,50.7
12057,1200236,55,16,3,24,27062,769,35.8
12059,19992,89,5,1,2,15285,392,41.5
12061,135518,78,8,1,11,31918,744,48.1
12063,49334,67,26,0,4,17177,371,40.2
12065,14583,58,36,1,3,19647,466,44.7
12067,8506,83,8,0,9,18069,375,35.1
12069,291671,75,9,2,11,25323,720,45.2
12071,606165,72,8,1,18,29445,811,44.6
12073,270409,60,30,3,5,25803,686,29.3
12075,40415,81,9,0,7,18703,449,43.9
12077,8230,82,11,0,5,17003,472,37
12079,19300,55,38,0,4,16346,408,40.2
12081,318619,74,8,2,14,28072,785,45
12083,326833,75,12,1,10,22384,633,46.7
12085,144322,81,5,1,11,35772,855,48.9
12086,2445374,16,18,2,64,22957,877,37.7
12087,73065,72,6,1,20,35516,1110,45.7
12089,71099,88,7,1,3,29089,704,42.2
12091,182076,78,9,3,6,28621,785,37.6
12093,39883,67,8,1,23,19664,633,39
12095,1116094,47,20,5,26,25490,840,33.4
12097,258531,43,9,3,43,20536,833,35.2
12099,1299356,62,16,2,18,33610,975,43.1
12101,456514,81,4,2,11,24164,705,43.4
12103,918263,78,10,3,7,28742,754,45.6
12105,590116,66,14,2,17,21881,641,39.4
12107,74715,73,16,1,8,18402,440,42.4
12109,180624,86,5,2,5,36027,877,41.8
12111,269659,63,18,2,16,23296,835,41.9
12113,147838,86,5,2,4,25384,709,38.7
12115,376200,86,4,1,7,33045,862,51.7
12117,417330,68,10,4,16,29795,869,37.7
12119,85891,82,10,1,6,24180,514,61.4
12121,40675,78,10,0,8,18782,455,42.3
12123,22000,74,21,1,2,18649,323,40
12125,15375,71,22,1,4,13657,418,38
12127,496053,76,10,2,11,24768,730,44.4
12129,29368,81,13,1,3,21892,632,39.2
12131,53366,85,6,1,5,27746,706,42
12133,24125,79,14,0,3,18470,417,41.2
13001,18050,71,19,1,8,18977,301,39
13003,8332,57,20,0,22,15456,239,33.4
13005,10969,76,17,0,6,17110,336,35.8
13007,3657,40,59,0,0,16379,305,37.2
13009,46905,54,42,1,2,17488,469,34.4
13011,17840,90,3,1,6,19497,441,37.5
13013,66359,76,11,3,8,20882,590,32.9
13015,97423,80,10,1,7,22241,582,36.1
13017,17631,58,36,0,6,15529,346,37.2
13019,18708,83,12,0,4,16049,328,37.3
13021,154810,43,51,2,3,21436,504,35.5
13023,12937,68,30,1,0,18960,407,39.2
13025,17650,93,4,0,1,18905,325,37.2
13027,16338,58,36,0,5,20346,339,38.8
13029,29039,78,13,1,4,28365,720,35.5
13031,67298,66,27,2,3,17812,475,25.9
13033,23083,47,52,0,1,15934,330,35.2
13035,23401,68,28,1,2,20963,544,37.5
13037,6488,34,61,0,5,12452,260,36.6
13039,49293,72,19,1,5,22022,622,31.2
13043,10715,63,24,0,11,16068,319,37.6
13045,109227,74,18,1,6,20523,554,33.2
13047,62951,93,2,1,2,22563,508,38
13049,12310,66,31,0,2,16652,425,36.8
13051,256428,51,41,2,5,25397,697,34.3
13053,11702,61,22,2,12,22202,1159,25.4
13055,25985,84,12,0,4,15158,375,38.1
13057,206283,82,5,2,9,30217,778,35.7
13059,115070,58,26,4,10,19839,587,25.8
13061,2981,23,76,0,0,13353,260,42.3
13063,260156,16,64,5,13,18958,692,31.1
13065,6841,67,32,0,1,16709,261,35.9
13067,677402,58,24,4,12,33110,771,34.9
13069,41647,61,27,0,10,16664,356,34.5
13071,44712,60,23,1,16,17362,348,34.5
13073,117858,75,15,4,5,29479,646,36.8
13075,16976,65,29,0,6,16528,353,36
13077,121528,73,17,1,6,26161,672,36.1
13079,12821,72,23,0,2,20692,408,39.4
13081,23182,52,43,1,3,17187,356,37.7
13083,16595,95,1,1,2,20168,394,38.7
13085,21758,94,0,1,4,25557,648,40.7
13087,27920,53,41,0,5,17833,375,36.3
13089,685371,30,54,5,9,28412,763,33.9
13091,21402,66,30,0,3,16288,326,37.7
13093,14283,43,51,0,5,14871,323,40.3
13095,94514,31,66,1,2,19210,440,32.9
13097,127800,52,37,2,8,24515,727,34.5
13099,11286,48,51,0,0,16330,283,38.2
13101,3973,66,2,1,30,14201,392,28.8
13103,50513,82,13,1,3,23465,643,35
13105,20421,64,30,1,4,17100,324,39.9
13107,22348,61,34,0,4,16076,300,36.4
13109,10966,57,30,0,11,19072,333,36.7
13111,23337,96,0,0,2,21103,404,47.2
13113,105344,70,19,4,6,35076,870,41.4
13115,95810,74,14,1,9,20640,471,37.2
13117,163885,82,2,5,9,35385,867,36.3
13119,22121,86,8,1,3,19276,378,39.4
13121,886982,42,43,5,8,37211,773,34
13123,28076,89,0,0,9,20439,530,41
13125,3007,89,9,0,0,16844,306,37.4
13127,77632,66,26,1,6,28040,595,39.1
13129,54059,81,4,1,13,18285,480,35.3
13131,24738,60,29,0,9,17785,394,36.7
13133,15844,55,39,0,5,24943,455,44.8
13135,778022,47,22,10,19,26901,790,33.3
13137,42212,81,4,2,12,19286,444,36.2
13139,175001,65,7,2,25,23675,648,34.1
13141,9649,14,85,0,1,10925,297,40.9
13143,28574,92,4,0,1,19033,469,38
13145,30807,77,18,1,3,31073,561,41.5
13147,25024,77,19,0,3,19124,398,41.9
13149,11720,86,10,1,1,18077,414,39.2
13151,193717,56,34,3,5,25773,809,34.8
13153,134880,62,28,2,6,25206,594,34.4
13155,9642,70,27,0,3,16561,318,37.3
13157,58347,84,7,2,6,22473,551,36
13159,13695,72,23,0,3,20263,443,38.1
13161,14558,74,16,0,9,15730,256,36.5
13163,16919,41,56,0,3,15165,266,38.1
13165,8400,57,36,0,6,17629,348,40.1
13167,9967,62,36,1,1,15659,226,40.3
13169,28292,73,25,1,1,21598,527,38.9
13171,17837,66,31,0,2,17725,420,37.7
13173,9404,69,25,1,4,16894,384,33.4
13175,48034,60,36,1,2,19387,376,37.8
13177,27998,77,17,2,2,23867,558,35.6
13179,63854,43,42,2,10,18662,627,27.3
13181,8111,65,32,0,1,19627,306,43.8
13183,13142,60,26,0,11,15068,432,29.8
13185,104916,57,35,1,4,20041,549,30.1
13187,28875,92,1,1,5,20088,608,35.5
13189,21719,57,40,0,2,17261,385,37.6
13191,13817,61,37,1,2,20964,406,42.9
13193,14553,33,61,1,3,12902,280,37
13195,27798,87,8,0,4,18975,495,38.7
13197,8403,57,34,1,6,17729,307,40.6
13199,22425,57,41,0,1,18295,399,38.9
13201,6128,69,28,0,1,19895,307,39
13205,23697,47,48,1,4,16322,353,37.2
13207,25864,72,25,0,2,23656,450,40
13209,9138,67,27,1,4,17168,323,35.6
13211,17741,71,25,0,3,27732,508,40.6
13213,39925,85,1,0,13,16925,440,35.4
13215,187629,45,45,2,6,22514,543,33.5
13217,96833,54,38,1,4,21583,690,33.9
13219,31508,87,5,3,4,34271,621,38.9
13221,14556,77,18,1,3,17572,466,40.5
13223,134875,76,16,1,5,23450,734,33.2
13225,26883,46,45,1,6,18681,428,34.3
13227,29155,94,1,0,3,25892,576,40.8
13229,18205,85,10,0,4,18283,363,38.4
13231,17411,86,11,0,1,21051,556,37.9
13233,41095,74,13,1,11,18214,442,36.5
13235,11632,66,33,0,1,16621,340,40.8
13237,20925,66,28,0,5,25576,512,43.7
13239,2528,43,55,0,1,13642,333,39.1
13241,16266,89,1,1,7,22471,526,44.9
13243,7724,36,61,1,0,17632,248,36.8
13245,198170,39,53,2,4,20604,533,33.3
13247,83135,45,43,2,9,24367,746,36.6
13249,4755,66,23,5,4,16122,316,37
13251,14799,54,44,1,0,16189,302,38.5
13253,8797,63,35,1,1,19263,364,43.1
13255,63304,61,33,1,4,19607,533,36.6
13257,25876,84,11,1,2,18285,405,40
13259,5831,36,63,0,1,15612,224,42.6
13261,32865,41,51,1,5,17436,405,33.7
13263,6920,38,61,0,0,18007,277,43.1
13265,2041,39,57,1,2,13955,309,40.6
13267,24263,60,29,1,10,16742,274,35.8
13269,8875,57,40,1,2,14693,274,37.3
13271,16052,51,36,0,11,13420,300,39.3
13273,9647,36,62,1,1,15553,253,37.6
13275,44451,59,37,1,3,21261,416,39.1
13277,39823,59,29,1,10,18394,399,34.3
13279,27151,61,25,1,11,17974,361,35.2
13281,10430,96,1,0,2,21527,508,49.3
13283,6835,65,33,1,0,16710,296,36.9
13285,65652,61,33,1,3,19699,453,35.8
13287,9025,55,42,0,3,15973,312,36.6
13289,9385,56,43,0,1,15904,331,41.2
13291,21083,95,1,0,2,24182,471,49.2
13293,27308,68,28,1,2,17398,367,39.1
13295,67845,92,4,0,2,19440,441,39
13297,81491,79,16,1,3,22521,545,37
13299,36006,66,29,1,3,18295,367,37.3
13301,5936,37,63,0,0,15987,324,43.3
13303,21112,44,53,0,2,15033,325,37.9
13305,29705,73,20,0,5,18393,337,37.6
13307,2727,55,34,2,5,16295,154,40.4
13309,7093,56,43,1,1,10043,241,36.2
13311,26498,94,2,0,2,23680,559,42.9
13313,99910,63,4,1,31,19780,507,33.8
13315,9041,60,37,0,1,12692,304,39.5
13317,10580,52,44,0,3,16993,317,43
13319,9685,58,39,0,2,17929,282,40.2
13321,21712,69,28,0,2,18348,308,39.2
15001,180362,32,1,24,11,26194,858,40.7
15003,936984,19,2,44,8,29516,1197,37.5
15005,74,35,0,19,0,43308,245,62.5
15007,65460,31,1,33,9,26513,1027,40.4
15009,150711,32,1,26,10,29180,1181,38.9
16001,380718,87,1,2,7,27915,680,34.4
16003,3942,91,0,0,1,22730,420,46.1
16005,80701,87,1,1,6,21275,496,30.9
16007,6026,95,0,0,3,19284,411,41.2
16009,9302,86,1,0,2,18312,431,43.8
16011,44496,76,0,1,16,18633,425,31.4
16013,21329,79,0,0,18,32656,802,39.5
16015,7122,93,0,1,3,24288,527,46.3
16017,40711,95,0,1,2,24745,605,44.8
16019,100213,86,0,1,10,23218,548,31.5
16021,10792,92,0,1,4,18011,495,42.3
16023,2842,96,0,0,4,20414,353,46.4
16025,1216,79,0,0,14,19659,549,37.7
16027,182723,73,0,1,23,18366,587,31
16029,6900,93,0,0,4,20637,377,38.4
16031,22109,74,0,0,24,17782,406,32.4
16033,857,51,0,0,49,19737,337,42.3
16035,8766,92,0,1,3,20507,399,48.1
16037,4277,96,0,0,2,22625,413,41
16039,26669,76,2,2,15,20388,546,29.5
16041,12497,92,0,0,6,17967,455,31.5
16043,13062,85,0,1,12,18616,413,32.7
16045,16778,89,0,1,8,20431,529,41.7
16047,15140,72,0,1,26,17694,458,35.7
16049,15947,93,0,0,2,18980,377,47.2
16051,24523,88,0,0,10,19019,481,30.1
16053,21282,69,0,0,28,16947,517,31.7
16055,134851,92,0,0,4,24418,647,38.5
16057,36645,91,1,2,3,20218,548,27.9
16059,7861,95,1,0,2,21699,380,47.8
16061,3761,89,0,1,3,18580,376,47.6
16063,5021,74,1,0,24,19011,439,34.3
16065,36413,91,0,1,6,13735,560,22.5
16067,19524,66,0,0,31,17747,368,35.8
16069,38886,89,0,1,3,23899,474,40.6
16071,4212,95,0,0,1,17950,406,39
16073,11389,69,0,0,24,17373,438,35.3
16075,22451,82,0,1,14,18814,468,36.9
16077,7633,68,0,0,27,18412,447,34.5
16079,12917,94,0,0,3,19020,418,45.6
16081,9413,82,0,1,15,23633,641,33.6
16083,74929,84,0,1,13,19892,539,34.5
16085,9846,96,0,0,3,27577,617,45.1
16087,10105,81,0,1,15,20015,404,42.9
17001,67030,93,3,1,1,24308,400,40.4
17003,8449,61,36,1,1,15858,285,41.8
17005,17904,94,3,0,3,24341,444,39.3
17007,53567,76,2,1,19,26105,595,35.8
17009,6897,74,19,0,7,17133,282,37.6
17011,35083,91,1,1,7,24103,420,41.9
17013,5118,98,0,1,0,23109,343,43.5
17015,15615,95,1,0,2,25914,378,45.7
17017,13648,81,3,0,15,19825,414,38.7
17019,197867,72,12,9,5,24553,599,28.6
17021,34936,96,2,0,1,21519,398,41.3
17023,16545,98,0,0,1,23173,367,41.6
17025,13927,97,0,1,1,20802,315,41.6
