"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
17027,37395,92,4,0,3,25392,465,39.2
17029,53568,92,4,1,2,20601,444,31.4
17031,5172848,44,25,6,23,29335,789,35.1
17033,19864,92,3,1,2,21545,356,42.2
17035,11073,98,0,0,0,21262,342,40.3
17037,104026,81,6,2,10,24179,666,29
17039,16672,96,1,0,2,24320,415,41.4
17041,20012,92,0,0,6,21438,436,37.6
17043,911481,71,4,10,13,37849,920,37.4
17045,18776,97,1,0,1,22175,383,42.9
17047,6707,98,1,0,0,21113,305,42.5
17049,34232,97,0,0,2,24843,417,38.7
17051,22007,97,0,1,1,21663,382,40
17053,14113,96,1,0,2,23401,412,41.5
17055,39528,97,0,0,1,18504,340,41.4
17057,37205,93,3,0,2,20309,402,42.3
17059,5773,97,1,0,0,21537,195,43.2
17061,13983,97,0,0,1,22107,337,41.4
17063,48744,89,1,0,8,27895,714,36.2
17065,8453,98,0,0,1,21602,245,42.3
17067,19227,98,0,0,1,22885,348,44
17069,4402,94,1,1,1,18515,196,43.3
17071,7462,96,0,1,0,22492,348,46.2
17073,50477,92,2,0,5,24915,435,41.6
17075,30068,93,1,0,5,23400,450,42.7
17077,59864,77,14,3,4,19294,453,28.4
17079,9752,98,0,0,1,21467,319,42.6
17081,39202,87,8,1,2,21370,372,40.3
17083,22932,97,1,0,1,24368,430,39.3
17085,22728,96,0,0,3,26819,457,46.6
17087,12710,83,14,0,3,16402,293,40.3
17089,502628,61,5,3,29,29480,809,34.2
17091,112100,74,15,1,8,22888,586,36.5
17093,105602,75,4,3,15,30565,923,32.7
17095,52932,86,7,1,5,20908,390,41.4
17097,697179,66,6,6,19,38120,844,36.1
17099,113789,89,1,1,8,24982,486,40.5
17101,16849,87,9,0,3,19297,305,39
17103,36100,89,4,0,5,24440,450,40.8
17105,39010,90,5,0,4,23259,446,40.2
17107,30440,86,10,0,3,22063,397,39.2
17109,32730,89,4,2,3,18344,487,29.2
17111,306050,84,1,3,11,31838,870,37.1
17113,166706,83,7,4,4,28167,578,31.7
17115,110719,79,16,1,2,24726,456,40.5
17117,47980,97,0,0,1,23222,389,41.5
17119,268005,87,8,1,3,26127,532,38.2
17121,39722,92,3,0,1,20493,387,40.8
17123,12763,96,0,1,2,24991,406,43.7
17125,14921,98,0,1,1,23427,360,42.5
17127,15425,90,4,0,2,20216,366,41.8
17129,12702,99,0,0,1,26281,390,42.3
17131,16551,97,0,0,2,25332,376,43
17133,32431,97,0,0,1,31091,585,40.1
17135,30230,94,3,0,1,21700,362,41.4
17137,35755,90,6,0,2,23244,408,40.3
17139,14723,98,0,1,1,22954,415,41.3
17141,53578,89,0,0,8,24959,484,40
17143,185108,74,17,3,4,28157,521,36.5
17145,22488,87,8,0,3,17926,355,39.2
17147,16708,97,0,0,1,26492,489,42.4
17149,16580,96,1,1,1,19996,309,42.3
17151,4426,93,3,0,2,20134,255,46.5
17153,6262,64,32,1,1,18444,277,41.7
17155,5982,94,1,0,4,27004,450,44.6
17157,33567,87,10,0,2,19950,396,40.6
17159,16166,97,1,1,0,22874,385,42.4
17161,147524,77,9,2,11,25071,488,39.7
17163,266727,64,30,1,3,24770,527,36.7
17165,25171,92,3,1,1,20903,334,41.8
17167,195288,83,11,2,2,28394,527,39
17169,7527,95,0,2,1,20649,332,42.6
17171,5374,99,0,0,0,27530,294,42.5
17173,22362,98,0,0,1,21891,373,43.1
17175,6086,97,0,1,1,25311,372,41.6
17177,47791,86,9,1,3,22608,416,43
17179,133863,95,1,1,2,27036,489,39.5
17181,17959,93,1,0,4,19512,314,43
17183,82033,81,13,0,4,20218,402,39.1
17185,12141,96,1,0,1,23350,371,40.9
17187,17745,89,1,1,7,20047,378,39.9
17189,14841,97,1,0,1,24846,398,41.8
17191,16846,98,0,0,1,21493,306,42.6
17193,14800,97,0,0,1,22081,287,44.4
17195,58750,87,1,0,11,23405,445,41.2
17197,667977,69,11,4,15,29811,746,34.9
17199,65579,92,4,1,2,22164,424,40.2
17201,293972,74,12,2,10,24008,544,37.9
17203,38226,97,1,0,1,29475,512,39.4
18001,34162,95,0,0,4,19089,439,34.2
18003,351332,77,12,2,6,24532,517,35.2
18005,75855,88,2,3,6,26860,577,37.7
18007,8820,94,1,0,4,21949,406,39.5
18009,12960,97,0,0,1,21783,370,41.8
18011,54796,94,1,2,2,38696,608,38
18013,15271,97,0,0,1,24312,584,45.5
18015,20135,95,1,0,3,23163,424,39.8
18017,39058,85,2,1,12,20562,440,38.4
18019,107381,86,7,1,4,23592,538,37.7
18021,26983,97,0,0,1,20569,446,39.6
18023,33270,86,1,0,12,21131,491,37.3
18025,10825,97,1,0,1,18598,272,40.4
18027,31045,94,0,1,4,20254,389,35.4
18029,49580,97,1,0,1,25023,527,39.6
18031,25584,97,0,1,1,22719,447,37.4
18033,41968,96,0,0,2,21779,491,37.1
18035,117344,88,6,1,2,20405,499,34.7
18037,41809,93,1,0,6,24801,437,39.6
18039,196855,78,5,1,14,22187,586,34.4
18041,24367,96,1,0,1,18928,444,40.2
18043,73594,90,5,1,3,25971,559,38.6
18045,17329,97,0,0,2,20949,409,41.5
18047,23194,98,0,0,1,23090,437,39.6
18049,20684,93,1,0,4,21119,426,40
18051,33386,95,2,0,1,22542,403,40.1
18053,70176,87,7,0,3,19792,429,39.1
18055,33084,98,0,0,1,20676,342,41.2
18057,261244,87,3,5,3,38500,766,35.3
18059,68011,94,2,1,2,28017,610,38.4
18061,38616,97,0,0,2,23539,488,39.3
18063,140028,90,4,2,3,28880,724,36.5
18065,48921,95,2,0,1,19879,459,40.9
18067,83326,88,7,1,3,23759,490,39.7
18069,37321,96,0,0,2,21575,449,38.6
18071,41902,92,0,1,5,21498,493,37.9
18073,33055,93,1,0,5,23676,513,37.5
18075,21441,96,0,0,3,18946,355,38.7
18077,32393,94,1,1,2,21278,453,39.4
18079,28470,96,0,0,2,18636,457,37.6
18081,135994,93,1,2,3,28224,643,36.4
18083,38425,94,2,1,2,20381,401,38.4
18085,76982,90,1,1,7,24019,505,37.2
18087,36996,93,0,0,4,18388,492,30.4
18089,494417,56,25,1,16,23142,606,36.9
18091,110937,82,11,1,5,22599,525,39.2
18093,46192,96,0,0,1,21352,416,41
18095,131444,87,7,0,3,21722,494,39
18097,890976,61,26,2,8,24498,585,34
18099,46976,90,0,1,8,22493,488,37.7
18101,10324,98,0,0,1,21750,365,42.1
18103,37307,91,4,0,2,18854,415,39.9
18105,134442,87,3,5,3,21882,618,27.5
18107,38138,93,1,0,4,22788,461,39
18109,68654,97,0,0,1,23972,545,39.1
18111,14300,94,0,0,4,24055,423,42
18113,47513,86,0,0,9,19783,477,36.5
18115,6067,97,1,0,1,25703,477,41.8
18117,19820,97,1,0,1,19119,347,39.8
18119,21737,97,0,0,1,20581,443,41.4
18121,17394,95,2,0,1,19494,401,41
18123,19316,96,3,0,1,20806,352,40
18125,12955,98,0,0,1,20005,366,41.9
18127,162026,87,3,1,8,27922,658,38.1
18129,26100,97,1,0,1,26727,421,40.7
18131,13596,96,0,0,2,20491,419,41.5
18133,38048,93,4,1,2,20441,492,37.3
18135,26262,95,0,0,3,19552,394,40.2
18137,28570,97,0,0,1,22025,467,38.8
18139,17568,97,1,0,1,21215,403,39.7
18141,266522,76,12,2,7,23082,572,35.9
18143,24109,97,0,0,1,19414,486,38.2
18145,44237,94,1,1,3,26398,540,39.7
18147,20977,96,0,0,2,23609,364,41.7
18149,23343,95,0,0,3,17991,424,40.2
18151,34092,90,1,0,3,22950,508,39
18153,21520,94,4,0,1,20093,367,39.1
18155,10393,98,0,0,1,21214,460,40.4
18157,168635,81,4,6,7,22203,608,27.4
18159,16132,98,0,0,2,23499,501,41.8
18161,7463,97,0,0,1,19243,457,38.7
18163,178298,86,9,1,2,23945,504,37.4
18165,16412,98,0,0,1,22178,380,41.2
18167,107151,87,7,2,2,20398,467,36.1
18169,33225,96,1,0,2,20475,416,40.8
18171,8563,98,0,1,0,23670,413,41.8
18173,58393,94,1,1,2,29737,544,39.6
18175,28226,97,0,0,1,19278,355,38.2
18177,69187,89,5,1,3,21789,455,40.1
18179,27744,96,1,0,2,23169,434,40
18181,24734,91,0,0,7,22323,481,41.9
18183,32991,97,0,0,1,24644,433,38.8
19001,7779,98,0,0,1,23497,335,44.8
19003,4127,97,0,0,2,23549,307,45.7
19005,14331,94,0,0,5,21349,355,43.4
19007,13029,97,1,0,1,20084,339,43.4
19009,6186,98,0,0,1,24207,317,46
19011,26098,97,0,0,1,25111,359,40
19013,129252,85,9,1,3,23357,510,34.7
19015,26424,96,1,0,2,25998,443,40.2
19017,24185,97,1,1,1,26522,451,38.8
19019,21026,97,1,0,1,23437,402,38.4
19021,19980,70,2,5,21,21256,415,36.9
19023,14892,98,0,0,1,24030,384,43.4
19025,9846,96,1,0,1,23049,335,47.5
19027,20805,97,0,0,1,25094,377,42.2
19029,13969,97,1,0,1,21787,384,44.6
19031,18414,97,0,0,1,24742,438,42.1
19033,44324,93,1,1,4,25463,426,42.7
19035,12086,96,0,1,2,24507,346,46.9
19037,12499,97,0,1,2,22447,338,43.8
19039,9218,89,1,0,8,23271,345,40.9
19041,16718,95,0,1,3,25398,384,42.6
19043,18202,97,0,0,1,22303,340,44
19045,49274,93,2,1,2,23573,402,41.1
19047,16951,78,1,0,21,21181,355,38.9
19049,61714,89,1,2,6,33051,581,34.3
19051,8687,99,0,0,0,21970,379,39.6
19053,8508,94,1,1,4,18195,342,38.7
19055,17857,98,0,0,0,22578,357,40.9
19057,40266,90,5,1,3,22555,409,41.5
19059,16665,98,1,0,1,29459,413,46.8
19061,92547,94,2,1,2,25045,471,38.2
19063,10389,91,1,0,6,24371,387,40.7
19065,20992,96,1,0,2,21566,345,42.4
19067,16394,95,1,1,2,21416,322,43.3
19069,10697,88,0,0,10,22507,340,43.3
19071,7528,96,1,0,2,23612,361,44.5
19073,9448,98,0,0,2,23947,368,44.9
19075,12401,98,0,0,1,26916,381,42.5
19077,11040,97,0,0,2,26590,344,44.2
19079,15874,92,0,2,4,24765,427,40.9
19081,11505,95,0,0,3,22713,376,44.1
19083,17685,94,1,0,3,24154,344,43.5
19085,15073,97,0,0,1,24221,404,42
19087,20263,91,1,3,4,23056,423,39.1
19089,9610,97,0,1,1,22417,337,41.3
19091,9905,95,0,0,3,24568,374,44.2
19093,7172,97,0,0,1,23841,293,44.2
19095,16353,97,0,0,1,26721,419,41.8
19097,19942,97,0,0,1,23008,377,42.9
19099,37050,96,1,0,2,23160,475,41.4
19101,16643,88,1,6,2,23853,404,44.9
19103,126994,84,4,5,4,28008,643,28.8
19105,20708,95,2,0,1,22873,412,42.4
19107,10614,98,0,0,1,22088,355,42.7
19109,15748,97,0,1,1,27415,334,46.2
19111,35991,92,3,0,3,21324,376,41.9
19113,207765,90,4,2,2,28239,512,36.5
19115,11683,82,0,0,15,20367,379,38.3
19117,9116,98,0,0,1,19967,306,42.9
19119,11564,98,0,0,1,21613,369,38.7
19121,15488,97,0,0,1,25711,450,39.3
19123,22382,95,1,1,2,21568,387,39
19125,33378,96,1,1,2,24613,512,38.7
19127,40131,80,2,1,16,22407,456,39.4
19129,15157,96,0,1,2,25400,482,41.1
19131,10801,98,1,0,1,22820,384,43.5
19133,9346,97,0,0,1,22774,334,46.2
19135,7918,97,0,1,1,21228,358,43.1
19137,10901,96,0,0,3,21301,394,43.9
19139,42501,82,1,1,15,24138,482,38
19141,14419,95,0,0,3,24771,354,44.4
19143,6576,93,1,0,5,23063,363,42
19145,16095,93,3,0,3,21204,386,43.5
19147,9508,98,0,0,1,23071,299,42.4
19149,24933,95,0,0,3,28060,419,41.5
19151,7509,97,0,0,2,23385,280,47
19153,419301,82,6,3,7,29246,627,34.8
19155,91928,90,1,1,6,23782,557,38.2
19157,19012,94,1,1,2,25218,431,41.6
19159,5169,97,0,2,1,21858,297,45.1
19161,10480,97,1,0,2,23837,327,45.9
19163,162184,84,7,2,5,27408,521,37.4
19165,12328,99,0,0,0,22389,354,44.7
19167,33377,91,1,0,7,21333,419,32.7
19169,87594,87,2,6,3,25450,614,26.4
19171,17952,85,1,0,7,23041,373,41.7
19173,6402,93,0,0,5,21335,271,44.5
19175,12409,96,2,0,1,20435,374,41.4
19177,7645,98,0,1,0,20209,278,43.8
19179,35553,88,1,1,8,22376,420,39.8
19181,45346,96,1,1,2,28798,566,38
19183,21626,93,0,0,5,23979,435,41.1
19185,6404,98,0,1,0,18795,282,45.7
19187,38286,90,4,1,4,22653,419,39.9
19189,10962,95,0,1,3,22684,342,43.5
19191,21031,96,1,1,2,23608,395,39.2
19193,101217,79,2,3,13,22069,472,35.4
19195,7628,98,0,0,2,27240,343,44
19197,13384,90,0,0,8,23068,331,44
20001,13473,92,1,0,3,20195,312,40.2
20003,8084,96,0,0,0,20558,344,41.7
20005,16889,89,6,0,2,20995,386,36.1
20007,4900,95,0,0,2,23542,328,45.5
20009,27499,84,1,0,12,23688,350,40
20011,15097,92,3,0,2,18596,388,37.8
20013,10019,85,1,1,3,19555,301,41.7
20015,64853,91,1,1,4,26436,468,37.1
20017,2834,94,1,0,3,21890,314,43.8
20019,3736,90,1,0,2,21613,320,47.5
20021,21740,90,1,0,2,20075,336,39.7
20023,2783,95,0,0,4,19460,291,48.8
20025,2231,93,0,0,5,24605,286,44
20027,8531,96,1,0,2,24858,410,43.9
20029,9538,97,0,0,2,18690,274,42.7
20031,8587,95,1,0,2,23744,341,43.3
20033,1865,91,0,1,4,22974,266,50.6
20035,36140,83,3,2,8,20720,393,38.5
20037,38985,89,2,1,4,19753,440,32.8
20039,3015,97,0,0,1,21966,219,51.4
20041,19643,93,0,0,4,22009,388,41.8
20043,7957,92,3,0,2,21704,324,38.7
20045,109052,82,4,4,5,24851,637,27.7
20047,3052,82,0,2,14,24899,325,43.5
20049,2930,93,0,1,3,20958,239,48
20051,28039,93,1,1,4,24093,454,31.8
20053,6476,88,4,1,4,21704,279,42.9
20055,36139,48,2,3,46,20976,436,30.2
20057,32727,46,1,2,49,19348,438,30.8
20059,25841,92,1,1,4,22294,473,37.7
20061,30537,60,18,4,12,20709,604,28.3
20063,2721,97,0,0,2,22775,344,48.1
20065,2663,91,4,1,2,25026,233,47.5
20067,7744,56,0,0,41,25188,319,32.9
20069,5870,86,0,0,13,22606,369,35.4
20071,1294,81,3,0,13,28698,283,45
20073,6824,94,0,0,3,21325,276,45.7
20075,2643,76,0,0,24,20190,373,33
20077,6033,93,1,0,4,22467,311,44.6
20079,34150,85,2,1,10,22890,441,38.7
20081,4196,71,1,1,26,21966,370,33.2
20083,1955,92,0,0,5,20859,280,43.3
20085,13360,86,1,0,3,23306,406,40.8
20087,19059,95,0,0,2,25580,431,42.2
20089,3151,96,0,0,2,22443,252,50.7
20091,531228,83,4,4,7,37882,732,36.1
20093,3966,68,0,0,27,20888,319,35.2
20095,7949,95,0,0,2,22861,390,44.8
20097,2671,93,0,0,4,19430,309,41
20099,21791,86,4,1,4,21021,324,40.3
20101,1725,89,0,0,6,25261,328,44.8
20103,74611,81,9,1,5,25925,617,37.1
20105,3308,96,0,0,2,23084,314,46.8
20107,9782,96,0,1,2,22472,369,43.9
20109,2774,95,0,3,1,22856,313,44.8
20111,34974,73,2,2,20,18245,411,31.9
20113,29178,94,1,1,3,26467,437,41
20115,12689,95,1,0,2,21166,346,44.2
20117,10147,96,1,0,2,21295,299,44.8
20119,4523,83,1,1,13,23909,369,38.3
20121,32116,94,1,0,2,26218,524,39.7
20123,6383,97,0,0,1,23350,263,45.1
20125,35453,82,6,0,5,21037,392,40.2
20127,5946,94,0,0,3,23967,333,45.9
20129,3244,77,1,1,17,22862,364,37
20131,10253,97,0,0,1,22484,297,42.7
20133,16538,86,2,1,4,18683,323,40
20135,3120,91,0,0,6,27622,265,47.9
20137,5692,91,3,0,3,19080,294,43.2
20139,16426,96,1,0,2,22697,382,42.2
20141,3906,97,0,0,1,22536,276,47.2
20143,6107,96,0,0,2,22665,370,42.3
20145,6913,77,7,0,11,17927,345,44.2
20147,5601,95,0,0,0,21870,287,45.1
20149,20781,92,1,1,4,25157,459,36.1
20151,9670,92,2,0,4,23585,402,42.4
20153,2594,95,1,0,3,22895,285,50.4
20155,64054,87,3,0,8,22149,433,40
20157,5069,97,0,1,0,24731,264,50.6
20159,10128,87,1,1,8,19316,339,39.3
20161,69035,80,6,4,6,19999,649,24.1
20163,5241,96,0,0,2,23435,280,43.9
20165,3290,96,1,0,1,23608,272,48.6
20167,6915,95,0,0,1,23243,293,45.9
20169,54982,83,3,2,9,23669,462,38
20171,4832,86,0,0,12,28872,493,42.2
20173,486123,71,9,4,12,25297,488,34.4
20175,22588,38,4,3,54,18083,462,29.1
20177,175537,76,9,1,10,25705,489,38.2
20179,2578,95,1,0,3,24933,332,46
20181,6002,87,1,2,10,22651,420,41.9
20183,3934,97,0,0,2,23644,244,49.9
20185,4433,87,0,1,9,23171,256,45.1
20187,2197,61,0,0,38,19196,285,38
20189,5533,67,0,1,30,21633,412,34.5
20191,24257,92,1,0,4,23114,357,39.1
20193,7757,94,1,0,4,23883,363,37
20195,2979,97,0,0,1,22095,402,49.8
20197,7004,95,1,0,3,23072,423,41.7
20199,1440,93,0,0,5,23269,263,48.2
20201,5851,96,0,0,2,20577,277,46.1
20203,2244,76,1,0,22,20375,329,40
20205,9598,95,0,0,2,18708,311,44.1
20207,3352,95,0,0,2,23986,283,48.5
20209,155462,44,26,3,25,18827,514,33.1
21001,18542,94,3,0,1,15790,325,38.5
21003,19688,96,1,0,1,16897,356,37.8
21005,21080,95,2,0,1,24516,508,38
21007,8225,94,3,0,1,23001,337,41.1
21009,41685,92,5,1,2,20067,368,40.2
21011,11565,96,2,0,1,15487,335,38.4
21013,28793,95,3,0,1,14627,295,40.5
21015,114723,91,3,2,3,28520,672,35.1
21017,19947,86,7,0,6,21355,434,40.1
21019,49330,94,3,0,1,22064,398,41.4
21021,28245,87,6,1,3,22534,428,39.2
21023,8479,98,0,0,1,18671,347,40.3
21025,14202,98,0,0,1,16442,300,40.5
21027,19893,95,3,0,1,17757,350,42
21029,72515,96,1,1,1,22791,559,37.4
21031,12763,96,0,0,2,17236,311,39.8
21033,12934,92,5,1,1,19498,357,42.4
21035,36763,91,4,2,2,20951,396,34.2
21037,89016,94,2,1,2,27096,527,37.2
21039,5126,96,0,0,1,17260,331,43.6
21041,10703,89,1,1,6,21845,430,37.1
21043,27821,97,1,0,1,18147,337,39
21045,15939,97,0,0,2,14252,317,39.9
21047,72678,68,21,1,6,18476,489,28.7
21049,35305,91,5,0,2,23966,505,39.3
21051,22197,93,5,1,1,12300,309,37.3
21053,10161,96,1,0,2,14802,240,41.1
21055,9313,97,0,0,1,19463,284,42.2
21057,6931,95,4,0,1,15025,240,42.9
21059,95398,91,5,1,2,22064,420,38.6
21061,12086,97,2,0,0,18959,345,40.8
21063,7493,95,4,0,1,13072,213,39.3
21065,14733,96,1,0,0,15725,323,39.6
21067,288045,74,14,3,6,28345,587,33.5
21069,14318,97,1,0,2,17629,352,39.9
21071,39949,98,1,0,1,15883,358,39.5
21073,49067,84,10,1,3,26857,472,39
21075,6858,74,24,1,1,16908,276,42.5
21077,8428,93,1,0,3,17810,454,39.4
21079,16842,95,2,0,2,18735,429,41.2
21081,24604,96,1,0,2,20257,501,34.8
21083,36958,89,4,0,5,19976,352,40.1
21085,25540,97,0,0,1,17443,371,39.3
21087,11377,95,3,0,1,21281,314,43.1
21089,36962,97,1,0,1,21533,401,41.4
21091,8555,97,1,0,1,19952,346,39.3
21093,100876,79,11,2,5,22997,488,35.3
21095,29688,96,2,0,1,15224,298,40.6
21097,18761,95,3,0,2,20037,347,40.3
21099,18201,92,6,0,1,16726,324,39.9
21101,45943,89,7,0,2,22192,433,39
21103,15474,92,3,0,3,21090,459,40.5
21105,4949,87,10,0,0,19953,221,43.7
21107,46886,90,6,0,2,21347,370,40.1
21109,13560,99,0,0,1,13935,297,38.5
21111,729452,72,20,2,4,26473,550,37.7
21113,47073,92,3,1,3,24097,529,35.2
21115,23325,98,0,0,0,18486,335,38.9
21117,158034,90,5,1,2,27205,562,36
21119,16587,99,0,0,0,16110,293,41.2
21121,31765,97,2,0,1,14101,335,38.5
21123,14080,93,3,0,2,18474,392,39.1
21125,58155,96,1,0,1,19604,391,37.4
21127,15841,98,0,0,0,15903,339,39
21129,7865,98,1,0,0,12983,203,41.5
21131,11470,99,0,0,0,14753,326,39.7
21133,24462,98,1,0,0,17393,311,40.4
21135,13968,98,1,0,0,14915,311,39.9
21137,24779,95,2,0,1,16985,372,39
21139,9514,97,1,1,1,20800,328,44.3
21141,26838,89,6,0,4,19443,352,40.4
21143,8367,91,8,0,1,19036,374,46
21145,65217,84,10,1,2,24709,427,41.3
21147,18122,92,4,0,2,12197,298,36.7
21149,9635,97,1,0,1,21071,295,41
21151,81580,91,3,1,2,21536,450,33
21153,13294,98,0,0,0,13849,338,38.6
21155,19619,87,9,0,2,18445,403,37.8
21157,31386,98,0,0,1,23056,397,43.3
21159,13138,95,2,0,1,14785,290,36.7
21161,17362,90,7,0,1,21717,370,40.1
21163,28907,91,4,1,3,18823,544,34.8
21165,6427,99,1,0,0,15418,296,43.3
21167,21272,92,4,0,2,23645,405,41.4
21169,10130,97,1,0,1,16835,330,41
21171,11089,94,2,0,2,15534,244,41.7
21173,25908,94,3,0,2,20004,431,37.3
21175,14055,95,4,0,1,17705,305,38.7
21177,31541,93,4,0,1,18538,356,40.3
21179,42523,91,5,1,2,21763,452,36.9
21181,7136,97,1,0,1,18452,320,38.7
21183,23837,95,1,0,3,18258,329,38.7
21185,58784,90,5,1,3,32702,571,38.1
21187,10928,96,2,0,2,21754,414,39.2
21189,4742,100,0,0,0,10767,228,40.3
21191,14894,98,0,0,0,19523,414,38.3
21193,28739,96,1,0,1,19049,347,39.7
21195,65309,98,0,0,1,18973,381,39.9
21197,12786,97,1,0,1,15796,389,38.6
21199,62062,95,1,0,2,19540,377,40.7
21201,2278,100,0,0,0,15374,299,37.4
21203,17075,98,1,0,0,15621,312,40
21205,23075,95,1,1,1,17435,382,31.9
21207,17445,96,1,1,3,17868,299,41.1
21209,44868,89,5,1,4,26838,544,35
21211,40899,82,8,1,8,27593,557,38
21213,17214,86,10,1,1,20426,464,37.8
21215,16582,96,3,0,1,25589,444,38.3
21217,24247,91,5,0,2,18014,340,40.7
21219,12307,87,8,0,3,17460,328,36.5
21221,14117,88,8,1,1,23387,371,43.7
21223,8872,96,0,0,2,21161,435,38.5
21225,15077,85,12,0,2,18811,318,37.6
21227,109775,82,9,3,4,23206,482,32.6
21229,11593,89,7,0,3,20873,398,39.4
21231,20716,94,2,0,2,16109,272,40.1
21233,13734,90,5,0,4,18879,355,40.3
21235,36006,97,1,0,1,15258,372,37.3
21237,7315,100,0,0,0,11214,179,40.4
21239,24523,87,5,1,6,28501,557,40.8
22001,61139,79,18,0,2,18116,328,35.4
22003,25816,70,22,1,4,17108,367,37.2
22005,102501,72,22,1,4,26888,572,34.2
22007,23487,66,30,0,2,20348,389,38.4
22009,42013,66,30,0,2,16944,309,38.3
22011,35000,81,13,1,3,21543,411,36.5
22013,14546,55,42,0,0,18873,303,40.9
22015,113837,70,21,2,5,25630,588,34.6
22017,253048,48,47,1,2,22594,500,36.4
22019,189134,70,25,1,2,23591,504,35.9
22021,10188,79,17,0,2,19888,219,39.3
22023,7280,97,1,0,1,24634,542,37.9
22025,10465,67,29,0,3,17166,244,37.6
22027,17160,47,51,0,1,16925,340,40.4
22029,20502,57,41,0,1,15911,234,38.4
22031,26465,56,39,0,2,20112,303,39.5
22033,435815,48,45,3,3,26260,598,32.6
22035,7964,26,71,0,2,15947,244,33.3
22037,20417,53,45,0,1,18376,317,39.7
22039,34419,68,28,0,2,17561,245,35.4
22041,20727,67,32,0,0,18676,296,38.6
22043,21675,79,15,0,4,18536,387,36.6
22045,73395,61,32,2,3,20112,424,35.3
22047,33513,48,50,0,2,19379,310,37.2
22049,16078,67,30,0,1,19308,350,39.5
22051,431019,58,26,4,11,25842,725,38.6
22053,31500,79,16,0,2,20487,375,37.1
22055,215581,68,26,1,3,26791,554,33.4
22057,95428,79,13,1,3,22898,422,36.3
22059,14680,84,12,0,2,20049,272,37.8
22061,45797,55,40,2,2,19665,457,27.6
22063,122798,91,5,0,3,23372,551,34.2
22065,12286,36,61,0,1,13089,311,34.6
22067,28388,52,47,0,1,15713,359,37.7
22069,39274,54,41,0,2,18207,392,32.5
22071,295285,31,59,3,5,24929,739,35.8
22073,152207,60,36,1,2,21893,447,34.1
22075,22710,68,22,3,4,23378,1008,35.8
22077,22837,60,37,0,2,21533,304,41.6
22079,130800,63,32,1,2,21982,466,37
22081,9181,58,40,0,0,20044,232,37.3
22083,20692,61,37,0,1,18060,344,38.2
22085,24119,70,16,0,3,20626,273,40.6
22087,27739,70,16,2,9,19448,722,34.6
22089,52645,66,27,1,5,25728,598,36.6
22091,11125,45,54,0,1,16387,302,38.3
22093,22096,48,51,0,1,22509,337,38.6
22095,46728,42,52,1,5,20842,564,34.8
22097,84309,56,41,0,2,17839,306,36.8
22099,51721,65,31,1,2,20687,374,35.9
22101,54348,58,32,2,5,20057,396,37.2
22103,228894,81,11,1,4,29282,779,38.8
22105,118190,65,30,1,3,19788,525,33.3
22107,5430,41,58,0,1,15218,225,39.8
22109,111131,69,19,1,3,22931,524,35.1
22111,22750,68,27,0,4,20375,314,40.5
22113,57280,80,14,2,2,21389,359,36.3
22115,50451,72,14,2,7,20191,681,29.8
22117,46578,66,31,0,2,17120,349,38.6
22119,41238,64,33,0,2,19254,323,39.8
22121,23274,59,36,0,2,22101,466,35.4
22123,11689,80,14,0,4,16462,275,38.2
22125,15681,51,46,0,1,18118,541,40.9
22127,15477,66,31,0,1,15833,278,39.1
23001,107882,93,2,1,2,22752,574,39.4
23003,72412,95,1,0,1,20251,412,44.4
23005,279994,92,2,2,2,31041,790,40.3
23007,30657,97,0,1,1,20838,474,41.8
23009,54309,96,0,1,1,26876,580,45.2
23011,121925,96,1,1,1,24656,542,41.8
23013,40111,97,0,1,1,25291,604,45.7
23015,34719,97,0,1,1,28003,618,47.2
23017,57867,96,1,0,1,21254,491,43.6
23019,152934,95,1,1,1,22977,595,39.4
23021,17555,96,0,1,0,19870,408,47
23023,35688,95,1,0,1,26983,666,42.8
23025,52261,97,0,0,1,20709,470,43.2
23027,38740,97,0,0,1,22213,540,43.3
23029,33154,92,0,0,1,19401,373,45
23031,197457,96,1,1,1,27137,731,42.1
24001,74638,89,7,1,1,20764,421,40.9
24003,527020,74,15,3,5,38660,1146,38.1
24005,799195,64,25,5,4,33719,873,38.9
24009,87891,80,13,1,3,36323,1011,39.1
24011,32805,78,13,1,5,24294,607,37.8
24013,167208,92,3,1,2,33938,776,39.9
24015,100139,88,6,1,3,28640,754,38
24017,143912,51,39,3,4,35780,1104,36.6
24019,32287,67,27,1,3,25139,514,43.1
24021,229205,79,8,4,7,35172,986,37.9
24023,30145,97,0,0,1,23888,394,41.9
24025,242888,80,12,2,3,33559,805,38.7
24027,279366,61,17,13,5,45294,1194,37.7
24029,20018,78,15,1,4,29536,613,44.7
24031,947230,51,16,14,16,47310,1302,38.2
24033,854722,16,64,4,14,31215,1023,34.6
24035,46945,88,7,1,3,35964,875,41.9
24037,102086,77,14,2,4,34000,954,35.7
24039,26411,53,40,1,3,16919,485,36.3
24041,37361,80,13,1,5,37958,734,46.5
24043,146329,84,9,1,3,26588,636,39.1
24045,96951,68,24,2,4,25505,715,35.7
24047,51133,81,14,1,3,31520,629,47.5
24510,620538,28,64,2,4,23333,682,34.5
25001,217483,93,2,1,2,35246,918,48.7
25003,131528,91,3,1,3,28300,601,43.8
